pair_key,owner_note_snapshot,resolution_status,decision_status,decision_id,owner_disposition,owner_decided_by,owner_decided_on,evidence_fingerprint,generated_assessment,cedar_uid,entity_name,entity_class,business_uid,business_name,business_identifiers,relationship_meaning,evidence_urls,evidence_status,supporting_ledger_rows_json,verification_protocol
CE-000BX-55|CB-1016544,,UNRESOLVED,,,,,,7392a71924a7403c3130825a8ce7faa1139ffaab7d786bf004477b0a4deaaa2f,ATTRIBUTION_REFUTED_OR_EXCLUDED,CE-000BX-55,"Shee Atika, Incorporated",Alaska Native Village Corporation,CB-1016544,"SHEE ATIKA, INCORPORATED",UEI:LRJDF5JLG4X5,(none) via unmatched tier X: REFUTED_OR_EXCLUDED,,UEI:LRJDF5JLG4X5 url=MISSING quarantined=N/- excluded=YES,"[{""attribution_method"": ""unmatched"", ""canonical_name"": """", ""cedar_uid"": """", ""confidence_tier"": ""X"", ""crossgov_name_collision_basis"": """", ""crossgov_name_collision_disposition"": """", ""crossgov_name_collision_flag"": """", ""crossgov_name_collision_proposed_entity_id"": """", ""entity_class"": """", ""evidence_source_file"": """", ""evidence_url"": """", ""evidence_url_integrity"": """", ""exclusion_evidence"": ""https://cage.dla.mil/Search/Details?id=714349"", ""exclusion_id"": ""EXCL-0068"", ""identifier"": ""LRJDF5JLG4X5"", ""identifier_type"": ""UEI"", ""is_authority"": """", ""joint_ownership_flag"": """", ""joint_ownership_note"": """", ""legal_business_name"": ""Shee Atika, Incorporated"", ""method_quarantined"": ""N"", ""prime_dollars_M"": ""1.304"", ""quarantine_disposition"": """", ""quarantine_disposition_basis"": """", ""source_file"": ""master_tribal_entity_registry.csv"", ""state"": ""AK"", ""tier_rationale"": ""EXCLUDED by ruling EXCL-0068: nonprofit_not_tribally_owned"", ""tribe_id"": """", ""verified_date"": """"}]","sam.gov entity search: paste UEI LRJDF5JLG4X5; expect the legal business name Shee Atika, Incorporated itself"
CE-000C8-C8|CB-1012396,,UNRESOLVED,,,,,,6c0f8f86e0f216c505c0cd53734991ae960985cbf615045e0c78d9236e493fcb,CONFLICT_ATTRIBUTED_TO_OTHER_ENTITY,CE-000C8-C8,St. George Tanaq Corporation,Alaska Native Village Corporation,CB-1012396,ST GEORGE TANAQ CORP,CAGE:1Q0D3 | UEI:DD76ANKVJKY8,CE-00053-BV via cluster_v3 tier X: REFUTED_OR_EXCLUDED | CE-00053-BV via cross_dataset_propagation:contracting tier B: ATTRIBUTED_TO_OTHER_ENTITY,,UEI:DD76ANKVJKY8 url=MISSING quarantined=Y/WITHDRAW excluded=no | CAGE:1Q0D3 url=MISSING quarantined=N/- excluded=no,"[{""attribution_method"": ""cluster_v3"", ""canonical_name"": ""Pribilof Islands"", ""cedar_uid"": ""CE-00053-BV"", ""confidence_tier"": ""X"", ""crossgov_name_collision_basis"": """", ""crossgov_name_collision_disposition"": """", ""crossgov_name_collision_flag"": """", ""crossgov_name_collision_proposed_entity_id"": """", ""entity_class"": ""Federally recognized Alaska Native Village"", ""evidence_source_file"": ""sam_uei_to_tribe_assignment_v3.csv"", ""evidence_url"": """", ""evidence_url_integrity"": ""Reclassified 2026-08-06: this was a local file path, not a retrievable URL. The attribution may still be correct; the claim of web verification was not."", ""exclusion_evidence"": """", ""exclusion_id"": """", ""identifier"": ""DD76ANKVJKY8"", ""identifier_type"": ""UEI"", ""is_authority"": """", ""joint_ownership_flag"": """", ""joint_ownership_note"": """", ""legal_business_name"": ""St George Tanaq Corporation"", ""method_quarantined"": ""Y"", ""prime_dollars_M"": ""0.097"", ""quarantine_disposition"": ""WITHDRAW"", ""quarantine_disposition_basis"": ""no rung of the corroboration ladder reached and the firm matched a FRAGMENT: `george` is one token of `Pribilof Islands`'s 7-token name (aleut|george|island|islands|paul|pribilof|saint). A fragment of a name is not a name (docs/ENTITY_MATCH_RULES.md, the opening defect table)"", ""source_file"": ""master_tribal_entity_registry.csv"", ""state"": ""AK"", ""tier_rationale"": ""WITHDRAWN 2026-09-02 by code/1079_quarantine_method_exposure.py. no rung of the corroboration ladder reached and the firm matched a FRAGMENT: `george` is one token of `Pribilof Islands`'s 7-token name (aleut|george|island|islands|paul|pribilof|saint). A fragment of a name is not a name (docs/ENTITY_MATCH_RULES.md, the opening defect table). This refuses THIS PAIRING and is not a ruling that the firm is non-Native (docs/ENTITY_MATCH_RULES.md). No exclusion_id is minted: data/spine/cedar_exclusion_rulings.csv is the owner's register."", ""tribe_id"": ""AKNF-PRBLFC-00"", ""verified_date"": ""2026-04-27""}, {""attribution_method"": ""cross_dataset_propagation:contracting"", ""canonical_name"": ""Pribilof Islands"", ""cedar_uid"": ""CE-00053-BV"", ""confidence_tier"": ""B"", ""crossgov_name_collision_basis"": """", ""crossgov_name_collision_disposition"": """", ""crossgov_name_collision_flag"": """", ""crossgov_name_collision_proposed_entity_id"": """", ""entity_class"": """", ""evidence_source_file"": """", ""evidence_url"": """", ""evidence_url_integrity"": """", ""exclusion_evidence"": """", ""exclusion_id"": """", ""identifier"": ""1Q0D3"", ""identifier_type"": ""CAGE"", ""is_authority"": """", ""joint_ownership_flag"": """", ""joint_ownership_note"": """", ""legal_business_name"": ""St. George Tanaq Corporation"", ""method_quarantined"": ""N"", ""prime_dollars_M"": """", ""quarantine_disposition"": """", ""quarantine_disposition_basis"": """", ""source_file"": ""contracting"", ""state"": """", ""tier_rationale"": ""Established in the contracting dataset on 2026-08-06 and absent from the ledger. Propagated, not researched; inherits that dataset's confidence, so tier B."", ""tribe_id"": ""AKNF-PRBLFC-00"", ""verified_date"": """"}]","cage.dla.mil: paste CAGE 1Q0D3; expect the registrant to be St. George Tanaq Corporation itself, not a subsidiary or parent"
CE-0009Z-7Q|CB-1004872,,UNRESOLVED,,,,,,3a14e1e336dfe2941a664ae34441e179b457d37e615d168ea57f2c6b0d4d0733,CONFLICT_ATTRIBUTED_TO_OTHER_ENTITY,CE-0009Z-7Q,Ukpeaġvik Iñupiat Corporation,Alaska Native Village Corporation,CB-1004872,UKPEAGVIK INUPIAT CORPORATION,CAGE:1V2A5 | UEI:KZMRSJJJN1L6,CE-0002B-CK via cross_dataset_propagation:contracting tier B: ATTRIBUTED_TO_OTHER_ENTITY | CE-0009Z-7Q via elijah_ruling_redirect tier B: QUARANTINE_WITHDRAW,,CAGE:1V2A5 url=MISSING quarantined=N/- excluded=no | UEI:KZMRSJJJN1L6 url=MISSING quarantined=Y/WITHDRAW excluded=no,"[{""attribution_method"": ""cross_dataset_propagation:contracting"", ""canonical_name"": ""Inupiat"", ""cedar_uid"": ""CE-0002B-CK"", ""confidence_tier"": ""B"", ""crossgov_name_collision_basis"": """", ""crossgov_name_collision_disposition"": """", ""crossgov_name_collision_flag"": """", ""crossgov_name_collision_proposed_entity_id"": """", ""entity_class"": """", ""evidence_source_file"": """", ""evidence_url"": """", ""evidence_url_integrity"": """", ""exclusion_evidence"": """", ""exclusion_id"": """", ""identifier"": ""1V2A5"", ""identifier_type"": ""CAGE"", ""is_authority"": """", ""joint_ownership_flag"": """", ""joint_ownership_note"": """", ""legal_business_name"": ""Ukpeagvik Inupiat Corporation"", ""method_quarantined"": ""N"", ""prime_dollars_M"": """", ""quarantine_disposition"": """", ""quarantine_disposition_basis"": """", ""source_file"": ""contracting"", ""state"": """", ""tier_rationale"": ""Established in the contracting dataset on 2026-08-06 and absent from the ledger. Propagated, not researched; inherits that dataset's confidence, so tier B."", ""tribe_id"": ""AKNF-INPTAS-00-ARCSLO"", ""verified_date"": """"}, {""attribution_method"": ""elijah_ruling_redirect"", ""canonical_name"": ""Ukpeaġvik Iñupiat Corporation"", ""cedar_uid"": ""CE-0009Z-7Q"", ""confidence_tier"": ""B"", ""crossgov_name_collision_basis"": """", ""crossgov_name_collision_disposition"": """", ""crossgov_name_collision_flag"": """", ""crossgov_name_collision_proposed_entity_id"": """", ""entity_class"": ""Federally recognized Alaska Native Village"", ""evidence_source_file"": ""sam_uei_to_tribe_assignment_v3.csv"", ""evidence_url"": """", ""evidence_url_integrity"": ""Reclassified 2026-08-06: this was a local file path, not a retrievable URL. The attribution may still be correct; the claim of web verification was not."", ""exclusion_evidence"": """", ""exclusion_id"": """", ""identifier"": ""KZMRSJJJN1L6"", ""identifier_type"": ""UEI"", ""is_authority"": ""YES"", ""joint_ownership_flag"": """", ""joint_ownership_note"": """", ""legal_business_name"": ""Uic Development Company"", ""method_quarantined"": ""Y"", ""prime_dollars_M"": ""0.315"", ""quarantine_disposition"": ""WITHDRAW"", ""quarantine_disposition_basis"": ""no rung of the corroboration ladder reached and the firm matched a FRAGMENT: `inupiat` is one token of `Inupiat`'s 3-token name (arctic|inupiat|slope). A fragment of a name is not a name (docs/ENTITY_MATCH_RULES.md, the opening defect table)"", ""source_file"": ""review/agent_rulings_deals_2026-08-05.csv"", ""state"": ""AK"", ""tier_rationale"": ""Ruling applied in place 2026-09-03 by 174 from review/agent_rulings_deals_2026-08-05.csv; tier inherited (stated_on_ruling_row)"", ""tribe_id"": ""ANVC-KPVKPT-00"", ""verified_date"": ""2026-04-27""}]","cage.dla.mil: paste CAGE 1V2A5; expect the registrant to be Ukpeaġvik Iñupiat Corporation itself, not a subsidiary or parent"
CE-0009E-1E|CB-1015211,,UNRESOLVED,,,,,,a0c137e99ffba40fe8cbb9c006a8ba1a9a8336f8f8bf0e3b9ab877438e61551d,IDENTIFIER_NOT_IN_LEDGER,CE-0009E-1E,"Akhiok-Kaguyak, Inc.",Alaska Native Village Corporation,CB-1015211,"AKHIOK-KAGUYAK, INC.",UEI:LM6EN6AED963,"no ledger row; the ledger records attribution, never legal identity",,,[],"sam.gov entity search: paste UEI LM6EN6AED963; expect the legal business name Akhiok-Kaguyak, Inc. itself"
CE-0007M-V4|CB-1006980,,UNRESOLVED,,,,,,22e2eb0bf6360ca6099a2295cbf8dc51d1dab0b25d882ef8726ea0e9fc3701bb,IDENTIFIER_NOT_IN_LEDGER,CE-0007M-V4,Alakanuk Native Corporation,Alaska Native Village Corporation,CB-1006980,ALAKANUK NATIVE CORPORATION,UEI:KBSBRMMKYVF7,"no ledger row; the ledger records attribution, never legal identity",,,[],sam.gov entity search: paste UEI KBSBRMMKYVF7; expect the legal business name Alakanuk Native Corporation itself
CE-0007R-K8|CB-1004906,,UNRESOLVED,,,,,,0a48e0b9e119ddd08665fc7cc4cfd55e0eb1181f3b0b9697c55de0fc619a847f,IDENTIFIER_NOT_IN_LEDGER,CE-0007R-K8,Atxam Corporation,Alaska Native Village Corporation,CB-1004906,ATXAM CORPORATION,UEI:EJHYJMGWP7Y3,"no ledger row; the ledger records attribution, never legal identity",,,[],sam.gov entity search: paste UEI EJHYJMGWP7Y3; expect the legal business name Atxam Corporation itself
CE-0007Z-XQ|CB-1001005,,UNRESOLVED,,,,,,352b192563dfdf2e2a02eab29845c74af31e45713f639dd4a95653523c9fbf50,IDENTIFIER_NOT_IN_LEDGER,CE-0007Z-XQ,Baan O Yeel Kon Corporation,Alaska Native Village Corporation,CB-1001005,BAAN O YEEL KON CORPORATION,CAGE:1DUB9 | UEI:ZWR4BGFXLMR3,"no ledger row; the ledger records attribution, never legal identity",,,[],"cage.dla.mil: paste CAGE 1DUB9; expect the registrant to be Baan O Yeel Kon Corporation itself, not a subsidiary or parent"
CE-0007A-ZA|CB-1016143,,UNRESOLVED,,,,,,329f3a65fbbc8398db4f09a7b76473dc5138e0faf125af3174b66557a0602162,IDENTIFIER_NOT_IN_LEDGER,CE-0007A-ZA,Bristol Bay Native Corporation,Alaska Native Regional Corporation,CB-1016143,BRISTOL BAY NATIVE CORPORATION,UEI:PQUEL5MZFDJ3,"no ledger row; the ledger records attribution, never legal identity",,,[],sam.gov entity search: paste UEI PQUEL5MZFDJ3; expect the legal business name Bristol Bay Native Corporation itself
CE-00089-Y1|CB-1005696,,UNRESOLVED,,,,,,79c428db4068af58ab03acdc03cc7ddf58ba17b17ae97e01c4917752b36b9def,IDENTIFIER_NOT_IN_LEDGER,CE-00089-Y1,Chignik Lagoon Native Corporation,Alaska Native Village Corporation,CB-1005696,CHIGNIK LAGOON NATIVE CORPORATION,UEI:HZ8JCCY4N5E1,"no ledger row; the ledger records attribution, never legal identity",,,[],sam.gov entity search: paste UEI HZ8JCCY4N5E1; expect the legal business name Chignik Lagoon Native Corporation itself
CE-00095-BD|CB-1011137,,UNRESOLVED,,,,,,a3e8ccdd589cba2937b01338b104091882af1b0bc09eb6e0a1f086299021a02d,IDENTIFIER_NOT_IN_LEDGER,CE-00095-BD,Huna Totem Corporation,Alaska Native Village Corporation,CB-1011137,HUNA TOTEM CORP,UEI:H9NJJ5NGLL31,"no ledger row; the ledger records attribution, never legal identity",,,[],sam.gov entity search: paste UEI H9NJJ5NGLL31; expect the legal business name Huna Totem Corporation itself
CE-000A8-28|CB-1003437,,UNRESOLVED,,,,,,ee8c0ec55cc028f0fe21c1b52c3f7d04a7d997c5ee920ae56badbf0d63b66241,IDENTIFIER_NOT_IN_LEDGER,CE-000A8-28,"K'oyitl'ots'ina, Ltd.",Alaska Native Village Corporation,CB-1003437,"K'OYITL'OTS'INA, LIMITED",CAGE:1E0D5 | UEI:FKMWECSN4983,"no ledger row; the ledger records attribution, never legal identity",,,[],"cage.dla.mil: paste CAGE 1E0D5; expect the registrant to be K'oyitl'ots'ina, Ltd. itself, not a subsidiary or parent"
CE-0009T-9T|CB-1001852,,UNRESOLVED,,,,,,a96e7f5451b2348b09035fab6c4b0dc54ec35d40d869a6c966fc8926fa74b4ec,IDENTIFIER_NOT_IN_LEDGER,CE-0009T-9T,"Knikatnu, Inc.",Alaska Native Village Corporation,CB-1001852,"KNIKATNU, INC",UEI:SGMFJLNLCTU3,"no ledger row; the ledger records attribution, never legal identity",,,[],"sam.gov entity search: paste UEI SGMFJLNLCTU3; expect the legal business name Knikatnu, Inc. itself"
CE-0009R-X8|CB-1016044,,UNRESOLVED,,,,,,ac10fe93e19a5356865009c6857bd96c4517bd6fb4c31c9783dbbe0e43168bc5,IDENTIFIER_NOT_IN_LEDGER,CE-0009R-X8,Kongnikilnomuit Yuita Corporation,Alaska Native Village Corporation,CB-1016044,KONGNIKILNOMUIT YUITA CORPORATION,UEI:RH2SC4VRAG67,"no ledger row; the ledger records attribution, never legal identity",,,[],sam.gov entity search: paste UEI RH2SC4VRAG67; expect the legal business name Kongnikilnomuit Yuita Corporation itself
CE-0007F-X7|CB-1016339,,UNRESOLVED,,,,,,de4704d795555c53e21e5c35379a2b4a7ed132ad2e416198417533f0ed18c824,IDENTIFIER_NOT_IN_LEDGER,CE-0007F-X7,"Koniag, Incorporated",Alaska Native Regional Corporation,CB-1016339,"KONIAG, INC.",UEI:DRDKNY4L1T33,"no ledger row; the ledger records attribution, never legal identity",,,[],"sam.gov entity search: paste UEI DRDKNY4L1T33; expect the legal business name Koniag, Incorporated itself"
CE-000A4-A4|CB-1013105,,UNRESOLVED,,,,,,3cca7268fd67bd8489d6df3181453ef7f7bea40a7486337cffe97a016c01a88f,IDENTIFIER_NOT_IN_LEDGER,CE-000A4-A4,Kuukpik Corporation,Alaska Native Village Corporation,CB-1013105,KUUKPIK CORP,UEI:N2YAMGMC8LL7,"no ledger row; the ledger records attribution, never legal identity",,,[],sam.gov entity search: paste UEI N2YAMGMC8LL7; expect the legal business name Kuukpik Corporation itself
CE-000AM-AM|CB-1008838,,UNRESOLVED,,,,,,37b4ef2fbb393b78c47da3e0ed8415fd8b269d60f0d82cfd8be8810320de461d,IDENTIFIER_NOT_IN_LEDGER,CE-000AM-AM,"Manokotak Natives, Ltd.",Alaska Native Village Corporation,CB-1008838,MANOKOTAK NATIVES LIMITED,UEI:RU2ZH25ZMLJ1,"no ledger row; the ledger records attribution, never legal identity",,,[],"sam.gov entity search: paste UEI RU2ZH25ZMLJ1; expect the legal business name Manokotak Natives, Ltd. itself"
CE-000AX-0N|CB-1002196,,UNRESOLVED,,,,,,a99910e42ef5c8e4686e305ae3d80d1c1cebb75096b5b52ca24e5e4fc06bd630,IDENTIFIER_NOT_IN_LEDGER,CE-000AX-0N,Nima Corporation,Alaska Native Village Corporation,CB-1002196,NIMA CORPORATION,UEI:D6HCZJMB7H27,"no ledger row; the ledger records attribution, never legal identity",,,[],sam.gov entity search: paste UEI D6HCZJMB7H27; expect the legal business name Nima Corporation itself
CE-000C2-8J|CB-1012598,,UNRESOLVED,,,,,,a3050233ec3a3193824d980fc94b9c3d094aa792d1f0648663031bdfd4936fea,IDENTIFIER_NOT_IN_LEDGER,CE-000C2-8J,Sitnasuak Native Corporation,Alaska Native Village Corporation,CB-1012598,SITNASUAK NATIVE CORPORATION,UEI:DAZLA5JB21G8,"no ledger row; the ledger records attribution, never legal identity",,,[],sam.gov entity search: paste UEI DAZLA5JB21G8; expect the legal business name Sitnasuak Native Corporation itself
CE-000CB-YK|CB-1006761,,UNRESOLVED,,,,,,9b8bc3048f1c68eb1ad291efbf6921adecf022c04d98d631b79b52b81f723e56,IDENTIFIER_NOT_IN_LEDGER,CE-000CB-YK,St. Mary's Native Corporation,Alaska Native Village Corporation,CB-1006761,ST. MARY'S NATIVE CORPORATION,UEI:KMB8LMXHEKA6,"no ledger row; the ledger records attribution, never legal identity",,,[],sam.gov entity search: paste UEI KMB8LMXHEKA6; expect the legal business name St. Mary's Native Corporation itself
CE-000CX-AN|CB-1001854,,UNRESOLVED,,,,,,e4c18962ca21c48c5425d44b12fc47a2ea7b78f602ce141b9c179361cb088beb,IDENTIFIER_NOT_IN_LEDGER,CE-000CX-AN,Unalakleet Native Corporation,Alaska Native Village Corporation,CB-1001854,UNALAKLEET NATIVE CORP,UEI:DKBCT2HJKQB6,"no ledger row; the ledger records attribution, never legal identity",,,[],sam.gov entity search: paste UEI DKBCT2HJKQB6; expect the legal business name Unalakleet Native Corporation itself
CE-00076-76|CB-1008218,,UNRESOLVED,,,,,,92d5b39fcd5c72adae997b4d0078c829a719285403e0d652ab92e95d09b72cc3,NO_IDENTIFIER_ON_BUSINESS,CE-00076-76,"Ahtna, Incorporated",Alaska Native Regional Corporation,CB-1008218,"Ahtna, Inc.",,"no ledger row; the ledger records attribution, never legal identity",,,[],"Alaska corporations search: look up Ahtna, Incorporated; confirm the business record names that corporation itself"
CE-00082-MJ|CB-1015069,,UNRESOLVED,,,,,,74d2a5fc07681b6fc4836c9cc79f8b13673b73025cb97caea475518b10f13678,NO_IDENTIFIER_ON_BUSINESS,CE-00082-MJ,Cape Fox Corporation,Alaska Native Village Corporation,CB-1015069,Cape Fox Corporation,,"no ledger row; the ledger records attribution, never legal identity",,,[],Alaska corporations search: look up Cape Fox Corporation; confirm the business record names that corporation itself
CE-000A9-81|CB-1004943,,UNRESOLVED,,,,,,e2cf14506b7df039e884ed6a35c1960b23a0ee0a564a37a907880c0ff8d44af7,NO_IDENTIFIER_ON_BUSINESS,CE-000A9-81,Old Harbor Native Corporation,Alaska Native Village Corporation,CB-1004943,Old Harbor Native Corporation,,"no ledger row; the ledger records attribution, never legal identity",,,[],Alaska corporations search: look up Old Harbor Native Corporation; confirm the business record names that corporation itself
CE-0007J-FJ|CB-1000292,,UNRESOLVED,,,,,,d30daa05d4fbeefd8995c4331629815c6fdafb8fbadd9ef44d8d9a1e7ca86d4b,WEAK_OR_INSUFFICIENT_EVIDENCE_ONLY,CE-0007J-FJ,Afognak Native Corporation,Alaska Native Village Corporation,CB-1000292,AFOGNAK NATIVE CORP,CAGE:6Y5H3 | UEI:RQ13XQQKKQ67,CE-0007J-FJ via need_v6 tier B: QUARANTINED_METHOD_KEEP,https://search.certifications.sba.gov/,CAGE:6Y5H3 url=HOST_ROOT_ONLY quarantined=Y/KEEP excluded=no,"[{""attribution_method"": ""need_v6"", ""canonical_name"": ""Afognak Native Corporation"", ""cedar_uid"": ""CE-0007J-FJ"", ""confidence_tier"": ""B"", ""crossgov_name_collision_basis"": """", ""crossgov_name_collision_disposition"": """", ""crossgov_name_collision_flag"": """", ""crossgov_name_collision_proposed_entity_id"": """", ""entity_class"": ""FEDERAL_AK_VILLAGE"", ""evidence_source_file"": """", ""evidence_url"": ""https://search.certifications.sba.gov/"", ""evidence_url_integrity"": """", ""exclusion_evidence"": """", ""exclusion_id"": """", ""identifier"": ""6Y5H3"", ""identifier_type"": ""CAGE"", ""is_authority"": """", ""joint_ownership_flag"": """", ""joint_ownership_note"": """", ""legal_business_name"": ""AFOGNAK NATIVE CORP"", ""method_quarantined"": ""Y"", ""prime_dollars_M"": ""0.0"", ""quarantine_disposition"": ""KEEP"", ""quarantine_disposition_basis"": ""rule 7: exact whole-name match to the hub's own official name"", ""source_file"": ""need_v6_geocoded.csv"", ""state"": ""AK"", ""tier_rationale"": ""Corrected 2026-08-06: moved from the village government to the ANCSA corporation. NEED v6 attribution - review"", ""tribe_id"": ""ANVC-AFOGNA-00"", ""verified_date"": ""2026-04-30""}]","cage.dla.mil: paste CAGE 6Y5H3; expect the registrant to be Afognak Native Corporation itself, not a subsidiary or parent"
CE-000BD-5N|CB-1013462,,UNRESOLVED,,,,,,f616a3c1f3dabf7f7fc7e4a35db744e038b67ea3f3a2700caf13b09982e5ad4e,WEAK_OR_INSUFFICIENT_EVIDENCE_ONLY,CE-000BD-5N,Alaska Peninsula Corporation,Alaska Native Village Corporation,CB-1013462,ALASKA PENINSULA CORPORATION,CAGE:3H0R7 | UEI:RK6HMNMKS7Q8,CE-0005P-XP via need_v6 tier B: QUARANTINE_HOLD,https://search.certifications.sba.gov/,CAGE:3H0R7 url=HOST_ROOT_ONLY quarantined=Y/HOLD excluded=no,"[{""attribution_method"": ""need_v6"", ""canonical_name"": ""Sitka"", ""cedar_uid"": ""CE-0005P-XP"", ""confidence_tier"": ""B"", ""crossgov_name_collision_basis"": """", ""crossgov_name_collision_disposition"": """", ""crossgov_name_collision_flag"": """", ""crossgov_name_collision_proposed_entity_id"": """", ""entity_class"": ""FEDERAL_AK_VILLAGE"", ""evidence_source_file"": """", ""evidence_url"": ""https://search.certifications.sba.gov/"", ""evidence_url_integrity"": """", ""exclusion_evidence"": """", ""exclusion_id"": """", ""identifier"": ""3H0R7"", ""identifier_type"": ""CAGE"", ""is_authority"": """", ""joint_ownership_flag"": """", ""joint_ownership_note"": """", ""legal_business_name"": ""ALASKA PENINSULA CORPORATION"", ""method_quarantined"": ""Y"", ""prime_dollars_M"": ""0.0"", ""quarantine_disposition"": ""HOLD"", ""quarantine_disposition_basis"": ""REPORTED, NOT APPLIED - the CAGE leg is outside this pass's declared scope and is newly measured here -- no rung of the corroboration ladder reached and the firm shares NO distinctive token with `Sitka` (hub tokens: sitka); the link rests on nothing"", ""source_file"": ""need_v6_geocoded.csv"", ""state"": ""AK"", ""tier_rationale"": ""NEED v6 attribution - review"", ""tribe_id"": ""AKNF-SITKAT-00-SEALSK-TLNGHD"", ""verified_date"": ""2026-04-30""}]","cage.dla.mil: paste CAGE 3H0R7; expect the registrant to be Alaska Peninsula Corporation itself, not a subsidiary or parent"
CE-000AC-TC|CB-1006055,,UNRESOLVED,,,,,,dbd4ed15040e4612f5d6d1327b7bc1c6d37710176d644520172d6bd681ba9998,WEAK_OR_INSUFFICIENT_EVIDENCE_ONLY,CE-000AC-TC,"Aleknagik Natives, Ltd.",Alaska Native Village Corporation,CB-1006055,ALEKNAGIK NATIVES LIMITED,CAGE:4Q8G3 | UEI:NL18TFWJSBE1,CE-0000C-8C via need_v6 tier B: WEAK_ATTRIBUTION_TO_OTHER_ENTITY,https://search.certifications.sba.gov/,CAGE:4Q8G3 url=HOST_ROOT_ONLY quarantined=Y/KEEP excluded=no,"[{""attribution_method"": ""need_v6"", ""canonical_name"": ""Aleknagik"", ""cedar_uid"": ""CE-0000C-8C"", ""confidence_tier"": ""B"", ""crossgov_name_collision_basis"": """", ""crossgov_name_collision_disposition"": """", ""crossgov_name_collision_flag"": """", ""crossgov_name_collision_proposed_entity_id"": """", ""entity_class"": ""FEDERAL_AK_VILLAGE"", ""evidence_source_file"": """", ""evidence_url"": ""https://search.certifications.sba.gov/"", ""evidence_url_integrity"": """", ""exclusion_evidence"": """", ""exclusion_id"": """", ""identifier"": ""4Q8G3"", ""identifier_type"": ""CAGE"", ""is_authority"": """", ""joint_ownership_flag"": """", ""joint_ownership_note"": """", ""legal_business_name"": ""ALEKNAGIK NATIVES LIMITED"", ""method_quarantined"": ""Y"", ""prime_dollars_M"": ""0.0"", ""quarantine_disposition"": ""KEEP"", ""quarantine_disposition_basis"": ""rule 7: residue empty - every distinctive word in the filed name (aleknagik) is accounted for by the hub's own names"", ""source_file"": ""need_v6_geocoded.csv"", ""state"": ""AK"", ""tier_rationale"": ""NEED v6 attribution - review"", ""tribe_id"": ""AKNF-ALKNGK-00-BRBYCO-BRBYAS"", ""verified_date"": ""2026-04-30""}]","cage.dla.mil: paste CAGE 4Q8G3; expect the registrant to be Aleknagik Natives, Ltd. itself, not a subsidiary or parent"
CE-00078-KR|CB-1003942,,UNRESOLVED,,,,,,8691a63077fd0019e467a2b8a3ecf10e57f07bf9b14610927387b8852a474d46,WEAK_OR_INSUFFICIENT_EVIDENCE_ONLY,CE-00078-KR,Arctic Slope Regional Corporation,Alaska Native Regional Corporation,CB-1003942,ARCTIC SLOPE REGIONAL CORPORATION,UEI:CY16XXPHX213,CE-00078-KR via cluster_v3 tier B: QUARANTINED_METHOD_KEEP,,UEI:CY16XXPHX213 url=MISSING quarantined=Y/KEEP excluded=no,"[{""attribution_method"": ""cluster_v3"", ""canonical_name"": ""Arctic Slope Regional Corporation"", ""cedar_uid"": ""CE-00078-KR"", ""confidence_tier"": ""B"", ""crossgov_name_collision_basis"": """", ""crossgov_name_collision_disposition"": """", ""crossgov_name_collision_flag"": """", ""crossgov_name_collision_proposed_entity_id"": """", ""entity_class"": ""Alaska Native Regional Corporation"", ""evidence_source_file"": ""sam_uei_to_tribe_assignment_v3.csv"", ""evidence_url"": """", ""evidence_url_integrity"": ""Reclassified 2026-08-06: this was a local file path, not a retrievable URL. The attribution may still be correct; the claim of web verification was not."", ""exclusion_evidence"": """", ""exclusion_id"": """", ""identifier"": ""CY16XXPHX213"", ""identifier_type"": ""UEI"", ""is_authority"": """", ""joint_ownership_flag"": """", ""joint_ownership_note"": """", ""legal_business_name"": ""Arctic Slope Regional Corporation"", ""method_quarantined"": ""Y"", ""prime_dollars_M"": ""0.17"", ""quarantine_disposition"": ""KEEP"", ""quarantine_disposition_basis"": ""rule 7: exact whole-name match to the hub's own official name"", ""source_file"": ""master_tribal_entity_registry.csv"", ""state"": ""AK"", ""tier_rationale"": ""Algorithmic name clustering, unreviewed"", ""tribe_id"": ""ANRC-ARCSLO-00"", ""verified_date"": ""2026-04-27""}]",sam.gov entity search: paste UEI CY16XXPHX213; expect the legal business name Arctic Slope Regional Corporation itself
