pair_key,owner_note_snapshot,resolution_status,decision_status,decision_id,owner_disposition,owner_decided_by,owner_decided_on,evidence_fingerprint,generated_assessment,cedar_uid,entity_name,entity_class,business_uid,business_name,business_identifiers,relationship_meaning,evidence_urls,evidence_status,supporting_ledger_rows_json,verification_protocol
CE-0007N-1X|CB-1013747,,UNRESOLVED,,,,,,77abb07961fa310eaee9df24fd7b5d7188962e9378e80f6131d944ffb1b23e78,WEAK_OR_INSUFFICIENT_EVIDENCE_ONLY,CE-0007N-1X,Askinuk Corporation,Alaska Native Village Corporation,CB-1013747,ASKINUK CORPORATION,CAGE:60KX2 | UEI:LNKJSKAN1HG3,(none) via need_v6 tier C: WEAK_ATTRIBUTION_TO_OTHER_ENTITY,https://search.certifications.sba.gov/,CAGE:60KX2 url=HOST_ROOT_ONLY quarantined=Y/KEEP excluded=no,"[{""attribution_method"": ""need_v6"", ""canonical_name"": """", ""cedar_uid"": """", ""confidence_tier"": ""C"", ""crossgov_name_collision_basis"": """", ""crossgov_name_collision_disposition"": """", ""crossgov_name_collision_flag"": """", ""crossgov_name_collision_proposed_entity_id"": """", ""entity_class"": ""TRIBAL_UNCROSSWALKED_SBA"", ""evidence_source_file"": """", ""evidence_url"": ""https://search.certifications.sba.gov/"", ""evidence_url_integrity"": """", ""exclusion_evidence"": """", ""exclusion_id"": """", ""identifier"": ""60KX2"", ""identifier_type"": ""CAGE"", ""is_authority"": """", ""joint_ownership_flag"": """", ""joint_ownership_note"": """", ""legal_business_name"": ""ASKINUK CORPORATION"", ""method_quarantined"": ""Y"", ""prime_dollars_M"": ""0.0"", ""quarantine_disposition"": ""KEEP"", ""quarantine_disposition_basis"": ""ledger tier C - already non-attributing; 40_build_prime_contracts.py never keys it"", ""source_file"": ""need_v6_geocoded.csv"", ""state"": ""AK"", ""tier_rationale"": ""NEED v6 attribution - review"", ""tribe_id"": """", ""verified_date"": ""2026-04-30""}]","cage.dla.mil: paste CAGE 60KX2; expect the registrant to be Askinuk Corporation itself, not a subsidiary or parent"
CE-0007V-5K|CB-1004055,,UNRESOLVED,,,,,,cc77ec322486ffb272ce4832f3fd655181406fcce8b65fd6c719fc7c86d92c3e,WEAK_OR_INSUFFICIENT_EVIDENCE_ONLY,CE-0007V-5K,Bean Ridge Corporation,Alaska Native Village Corporation,CB-1004055,BEAN RIDGE CORPORATION,CAGE:5J8Q8 | UEI:EVFGELBFBLG9,CE-0007V-5K via agent_research_one_leg tier B: TIER_B_ATTRIBUTION | (none) via need_v6 tier C: WEAK_ATTRIBUTION_TO_OTHER_ENTITY,https://search.certifications.sba.gov/,UEI:EVFGELBFBLG9 url=MISSING quarantined=N/- excluded=no | CAGE:5J8Q8 url=HOST_ROOT_ONLY quarantined=Y/KEEP excluded=no,"[{""attribution_method"": ""agent_research_one_leg"", ""canonical_name"": ""Bean Ridge Corporation"", ""cedar_uid"": ""CE-0007V-5K"", ""confidence_tier"": ""B"", ""crossgov_name_collision_basis"": """", ""crossgov_name_collision_disposition"": """", ""crossgov_name_collision_flag"": """", ""crossgov_name_collision_proposed_entity_id"": """", ""entity_class"": """", ""evidence_source_file"": """", ""evidence_url"": """", ""evidence_url_integrity"": """", ""exclusion_evidence"": """", ""exclusion_id"": """", ""identifier"": ""EVFGELBFBLG9"", ""identifier_type"": ""UEI"", ""is_authority"": """", ""joint_ownership_flag"": """", ""joint_ownership_note"": """", ""legal_business_name"": ""Bean Ridge Corporation"", ""method_quarantined"": ""N"", ""prime_dollars_M"": ""0.012"", ""quarantine_disposition"": """", ""quarantine_disposition_basis"": """", ""source_file"": ""master_tribal_entity_registry.csv"", ""state"": ""AK"", ""tier_rationale"": ""Agent-researched 2026-08-06: single evidence leg"", ""tribe_id"": ""ANVC-BEANRI-00"", ""verified_date"": """"}, {""attribution_method"": ""need_v6"", ""canonical_name"": """", ""cedar_uid"": """", ""confidence_tier"": ""C"", ""crossgov_name_collision_basis"": """", ""crossgov_name_collision_disposition"": """", ""crossgov_name_collision_flag"": """", ""crossgov_name_collision_proposed_entity_id"": """", ""entity_class"": ""TRIBAL_UNCROSSWALKED_SBA"", ""evidence_source_file"": """", ""evidence_url"": ""https://search.certifications.sba.gov/"", ""evidence_url_integrity"": """", ""exclusion_evidence"": """", ""exclusion_id"": """", ""identifier"": ""5J8Q8"", ""identifier_type"": ""CAGE"", ""is_authority"": """", ""joint_ownership_flag"": """", ""joint_ownership_note"": """", ""legal_business_name"": ""BEAN RIDGE CORPORATION"", ""method_quarantined"": ""Y"", ""prime_dollars_M"": ""0.0"", ""quarantine_disposition"": ""KEEP"", ""quarantine_disposition_basis"": ""ledger tier C - already non-attributing; 40_build_prime_contracts.py never keys it"", ""source_file"": ""need_v6_geocoded.csv"", ""state"": ""AK"", ""tier_rationale"": ""NEED v6 attribution - review"", ""tribe_id"": """", ""verified_date"": ""2026-04-30""}]","cage.dla.mil: paste CAGE 5J8Q8; expect the registrant to be Bean Ridge Corporation itself, not a subsidiary or parent"
CE-00079-SH|CB-1014954,,UNRESOLVED,,,,,,04c8998ed8a07cce2e39584fc66f0681a0dbd31d59adb8893b0776baa3c2eef9,WEAK_OR_INSUFFICIENT_EVIDENCE_ONLY,CE-00079-SH,Bering Straits Native Corporation,Alaska Native Regional Corporation,CB-1014954,BERING STRAITS NATIVE CORPORATION,CAGE:3WDK7 | UEI:NWK9D2XDFGM8,CE-00079-SH via need_v6 tier B: QUARANTINED_METHOD_KEEP,https://search.certifications.sba.gov/,CAGE:3WDK7 url=HOST_ROOT_ONLY quarantined=Y/KEEP excluded=no,"[{""attribution_method"": ""need_v6"", ""canonical_name"": ""Bering Straits Native Corporation"", ""cedar_uid"": ""CE-00079-SH"", ""confidence_tier"": ""B"", ""crossgov_name_collision_basis"": """", ""crossgov_name_collision_disposition"": """", ""crossgov_name_collision_flag"": """", ""crossgov_name_collision_proposed_entity_id"": """", ""entity_class"": ""ANC_REGIONAL"", ""evidence_source_file"": """", ""evidence_url"": ""https://search.certifications.sba.gov/"", ""evidence_url_integrity"": """", ""exclusion_evidence"": """", ""exclusion_id"": """", ""identifier"": ""3WDK7"", ""identifier_type"": ""CAGE"", ""is_authority"": """", ""joint_ownership_flag"": """", ""joint_ownership_note"": """", ""legal_business_name"": ""BERING STRAITS NATIVE CORPORATION"", ""method_quarantined"": ""Y"", ""prime_dollars_M"": ""0.0"", ""quarantine_disposition"": ""KEEP"", ""quarantine_disposition_basis"": ""rule 7: exact whole-name match to the hub's own official name"", ""source_file"": ""need_v6_geocoded.csv"", ""state"": ""AK"", ""tier_rationale"": ""NEED v6 attribution - review"", ""tribe_id"": ""ANRC-BERSTR-00"", ""verified_date"": ""2026-04-30""}]","cage.dla.mil: paste CAGE 3WDK7; expect the registrant to be Bering Straits Native Corporation itself, not a subsidiary or parent"
CE-0007X-H5|CB-1008442,,UNRESOLVED,,,,,,c3a0afc8a01a55febd2bbbb7288e3f631aad163aa14fa8e2559c42938e07b5a5,WEAK_OR_INSUFFICIENT_EVIDENCE_ONLY,CE-0007X-H5,Bethel Native Corporation,Alaska Native Village Corporation,CB-1008442,BETHEL NATIVE CORPORATION,UEI:P5F8NW7UB7C8,CE-0007X-H5 via agent_research_one_leg tier B: TIER_B_ATTRIBUTION,,UEI:P5F8NW7UB7C8 url=MISSING quarantined=N/- excluded=no,"[{""attribution_method"": ""agent_research_one_leg"", ""canonical_name"": ""Bethel Native Corporation"", ""cedar_uid"": ""CE-0007X-H5"", ""confidence_tier"": ""B"", ""crossgov_name_collision_basis"": """", ""crossgov_name_collision_disposition"": """", ""crossgov_name_collision_flag"": """", ""crossgov_name_collision_proposed_entity_id"": """", ""entity_class"": """", ""evidence_source_file"": """", ""evidence_url"": """", ""evidence_url_integrity"": """", ""exclusion_evidence"": """", ""exclusion_id"": """", ""identifier"": ""P5F8NW7UB7C8"", ""identifier_type"": ""UEI"", ""is_authority"": """", ""joint_ownership_flag"": """", ""joint_ownership_note"": """", ""legal_business_name"": ""Bethel Native Corporation"", ""method_quarantined"": ""N"", ""prime_dollars_M"": ""0.006"", ""quarantine_disposition"": """", ""quarantine_disposition_basis"": """", ""source_file"": ""master_tribal_entity_registry.csv"", ""state"": ""AK"", ""tier_rationale"": ""Agent-researched 2026-08-06: single evidence leg"", ""tribe_id"": ""ANVC-BETHEL-00"", ""verified_date"": """"}]",sam.gov entity search: paste UEI P5F8NW7UB7C8; expect the legal business name Bethel Native Corporation itself
CE-0007B-53|CB-1010558,,UNRESOLVED,,,,,,dad00da3ff20885cb6747c61092d64e029fb70ac2bb511caa3842c9aa2386e81,WEAK_OR_INSUFFICIENT_EVIDENCE_ONLY,CE-0007B-53,Calista Corporation,Alaska Native Regional Corporation,CB-1010558,CALISTA CORP,CAGE:3C8B5 | UEI:JM61NJRD58C8,CE-0007B-53 via need_v6 tier B: QUARANTINED_METHOD_KEEP,https://search.certifications.sba.gov/,CAGE:3C8B5 url=HOST_ROOT_ONLY quarantined=Y/KEEP excluded=no,"[{""attribution_method"": ""need_v6"", ""canonical_name"": ""Calista Corporation"", ""cedar_uid"": ""CE-0007B-53"", ""confidence_tier"": ""B"", ""crossgov_name_collision_basis"": """", ""crossgov_name_collision_disposition"": """", ""crossgov_name_collision_flag"": """", ""crossgov_name_collision_proposed_entity_id"": """", ""entity_class"": ""ANC_REGIONAL"", ""evidence_source_file"": """", ""evidence_url"": ""https://search.certifications.sba.gov/"", ""evidence_url_integrity"": """", ""exclusion_evidence"": """", ""exclusion_id"": """", ""identifier"": ""3C8B5"", ""identifier_type"": ""CAGE"", ""is_authority"": """", ""joint_ownership_flag"": """", ""joint_ownership_note"": """", ""legal_business_name"": ""CALISTA CORP"", ""method_quarantined"": ""Y"", ""prime_dollars_M"": ""0.0"", ""quarantine_disposition"": ""KEEP"", ""quarantine_disposition_basis"": ""rule 7: exact whole-name match to the hub's own official name"", ""source_file"": ""need_v6_geocoded.csv"", ""state"": ""AK"", ""tier_rationale"": ""NEED v6 attribution - review"", ""tribe_id"": ""ANRC-CALSTA-00"", ""verified_date"": ""2026-04-30""}]","cage.dla.mil: paste CAGE 3C8B5; expect the registrant to be Calista Corporation itself, not a subsidiary or parent"
CE-0008C-GC|CB-1016276,,UNRESOLVED,,,,,,ad79045e3064115a99591c00dfc407794f60b0aefe9e54af43620233fa6be27c,WEAK_OR_INSUFFICIENT_EVIDENCE_ONLY,CE-0008C-GC,Chitina Native Corporation,Alaska Native Village Corporation,CB-1016276,CHITINA NATIVE CORP,UEI:LNCPPJ2AFB52,CE-0008C-GC via cluster_v3 tier B: QUARANTINED_METHOD_KEEP,,UEI:LNCPPJ2AFB52 url=MISSING quarantined=Y/KEEP excluded=no,"[{""attribution_method"": ""cluster_v3"", ""canonical_name"": ""Chitina Native Corporation"", ""cedar_uid"": ""CE-0008C-GC"", ""confidence_tier"": ""B"", ""crossgov_name_collision_basis"": """", ""crossgov_name_collision_disposition"": """", ""crossgov_name_collision_flag"": """", ""crossgov_name_collision_proposed_entity_id"": """", ""entity_class"": ""Federally recognized Alaska Native Village"", ""evidence_source_file"": ""sam_uei_to_tribe_assignment_v3.csv"", ""evidence_url"": """", ""evidence_url_integrity"": ""Reclassified 2026-08-06: this was a local file path, not a retrievable URL. The attribution may still be correct; the claim of web verification was not."", ""exclusion_evidence"": """", ""exclusion_id"": """", ""identifier"": ""LNCPPJ2AFB52"", ""identifier_type"": ""UEI"", ""is_authority"": """", ""joint_ownership_flag"": """", ""joint_ownership_note"": """", ""legal_business_name"": ""CHITINA NATIVE CORP"", ""method_quarantined"": ""Y"", ""prime_dollars_M"": ""0.0"", ""quarantine_disposition"": ""KEEP"", ""quarantine_disposition_basis"": ""rule 7: exact whole-name match to the hub's own official name"", ""source_file"": ""master_tribal_entity_registry.csv"", ""state"": """", ""tier_rationale"": ""Corrected 2026-08-06: moved from the village government to the ANCSA corporation. Algorithmic name clustering, unreviewed"", ""tribe_id"": ""ANVC-CHITIN-00"", ""verified_date"": ""2026-04-27""}]",sam.gov entity search: paste UEI LNCPPJ2AFB52; expect the legal business name Chitina Native Corporation itself
CE-00088-R8|CB-1005420,,UNRESOLVED,,,,,,7ab8cf9800c0f6771ee3fb050c658ed4d3769aca6229485865c78bb0b49d4b98,WEAK_OR_INSUFFICIENT_EVIDENCE_ONLY,CE-00088-R8,"Choggiung, Ltd.",Alaska Native Village Corporation,CB-1005420,CHOGGIUNG LTD,CAGE:0K471 | UEI:JVMBL1VNBCS8,(none) via need_v6 tier C: WEAK_ATTRIBUTION_TO_OTHER_ENTITY | (none) via unmatched tier C: WEAK_ATTRIBUTION_TO_OTHER_ENTITY,https://search.certifications.sba.gov/,CAGE:0K471 url=HOST_ROOT_ONLY quarantined=Y/KEEP excluded=no | UEI:JVMBL1VNBCS8 url=MISSING quarantined=N/- excluded=no,"[{""attribution_method"": ""need_v6"", ""canonical_name"": """", ""cedar_uid"": """", ""confidence_tier"": ""C"", ""crossgov_name_collision_basis"": """", ""crossgov_name_collision_disposition"": """", ""crossgov_name_collision_flag"": """", ""crossgov_name_collision_proposed_entity_id"": """", ""entity_class"": ""TRIBAL_UNCROSSWALKED_SBA"", ""evidence_source_file"": """", ""evidence_url"": ""https://search.certifications.sba.gov/"", ""evidence_url_integrity"": """", ""exclusion_evidence"": """", ""exclusion_id"": """", ""identifier"": ""0K471"", ""identifier_type"": ""CAGE"", ""is_authority"": """", ""joint_ownership_flag"": """", ""joint_ownership_note"": """", ""legal_business_name"": ""CHOGGIUNG LTD"", ""method_quarantined"": ""Y"", ""prime_dollars_M"": ""0.0"", ""quarantine_disposition"": ""KEEP"", ""quarantine_disposition_basis"": ""ledger tier C - already non-attributing; 40_build_prime_contracts.py never keys it"", ""source_file"": ""need_v6_geocoded.csv"", ""state"": ""AK"", ""tier_rationale"": ""NEED v6 attribution - review"", ""tribe_id"": """", ""verified_date"": ""2026-04-30""}, {""attribution_method"": ""unmatched"", ""canonical_name"": """", ""cedar_uid"": """", ""confidence_tier"": ""C"", ""crossgov_name_collision_basis"": """", ""crossgov_name_collision_disposition"": """", ""crossgov_name_collision_flag"": """", ""crossgov_name_collision_proposed_entity_id"": """", ""entity_class"": """", ""evidence_source_file"": """", ""evidence_url"": """", ""evidence_url_integrity"": """", ""exclusion_evidence"": """", ""exclusion_id"": """", ""identifier"": ""JVMBL1VNBCS8"", ""identifier_type"": ""UEI"", ""is_authority"": """", ""joint_ownership_flag"": """", ""joint_ownership_note"": """", ""legal_business_name"": ""Choggiung Ltd."", ""method_quarantined"": ""N"", ""prime_dollars_M"": ""0.634"", ""quarantine_disposition"": """", ""quarantine_disposition_basis"": """", ""source_file"": ""master_tribal_entity_registry.csv"", ""state"": ""AK"", ""tier_rationale"": ""No attribution - discovery candidate"", ""tribe_id"": """", ""verified_date"": """"}]","cage.dla.mil: paste CAGE 0K471; expect the registrant to be Choggiung, Ltd. itself, not a subsidiary or parent"
CE-0007C-BW|CB-1002885,,UNRESOLVED,,,,,,b2e7f3327ad9acca2e968852d0ef570920fe6ab3c3b6b0366228b5e7533d66cc,WEAK_OR_INSUFFICIENT_EVIDENCE_ONLY,CE-0007C-BW,Chugach Alaska Corporation,Alaska Native Regional Corporation,CB-1002885,Chugach Alaska Corporation,CAGE:44VJ9 | UEI:L2YMLW7SK3K8,CE-0007C-BW via need_v6 tier B: QUARANTINED_METHOD_KEEP,https://search.certifications.sba.gov/,CAGE:44VJ9 url=HOST_ROOT_ONLY quarantined=Y/KEEP excluded=no,"[{""attribution_method"": ""need_v6"", ""canonical_name"": ""Chugach Alaska Corporation"", ""cedar_uid"": ""CE-0007C-BW"", ""confidence_tier"": ""B"", ""crossgov_name_collision_basis"": """", ""crossgov_name_collision_disposition"": """", ""crossgov_name_collision_flag"": """", ""crossgov_name_collision_proposed_entity_id"": """", ""entity_class"": ""ANC_REGIONAL"", ""evidence_source_file"": """", ""evidence_url"": ""https://search.certifications.sba.gov/"", ""evidence_url_integrity"": """", ""exclusion_evidence"": """", ""exclusion_id"": """", ""identifier"": ""44VJ9"", ""identifier_type"": ""CAGE"", ""is_authority"": """", ""joint_ownership_flag"": """", ""joint_ownership_note"": """", ""legal_business_name"": ""CHUGACH ALASKA CORPORATION"", ""method_quarantined"": ""Y"", ""prime_dollars_M"": ""0.0"", ""quarantine_disposition"": ""KEEP"", ""quarantine_disposition_basis"": ""rule 7: exact whole-name match to the hub's own official name"", ""source_file"": ""need_v6_geocoded.csv"", ""state"": ""AK"", ""tier_rationale"": ""NEED v6 attribution - review"", ""tribe_id"": ""ANRC-CHGCCO-00"", ""verified_date"": ""2026-04-30""}]","cage.dla.mil: paste CAGE 44VJ9; expect the registrant to be Chugach Alaska Corporation itself, not a subsidiary or parent"
CE-0008H-E9|CB-1005925,,UNRESOLVED,,,,,,49cdb413eaa6a05aa0006ea7ea61050e1b357bbfc161ed712b2e2e012378d62b,WEAK_OR_INSUFFICIENT_EVIDENCE_ONLY,CE-0008H-E9,"Cully Corporation, Inc.",Alaska Native Village Corporation,CB-1005925,CULLY CORPORATION INC.,CAGE:76WW7 | UEI:FS44ND87ADK4,CE-0008H-E9 via agent_research_one_leg tier B: TIER_B_ATTRIBUTION | CE-0008H-E9 via agent_research_one_leg tier B: TIER_B_ATTRIBUTION,https://search.certifications.sba.gov/,UEI:FS44ND87ADK4 url=MISSING quarantined=N/- excluded=no | CAGE:76WW7 url=HOST_ROOT_ONLY quarantined=N/- excluded=no,"[{""attribution_method"": ""agent_research_one_leg"", ""canonical_name"": ""Cully Corporation, Inc."", ""cedar_uid"": ""CE-0008H-E9"", ""confidence_tier"": ""B"", ""crossgov_name_collision_basis"": """", ""crossgov_name_collision_disposition"": """", ""crossgov_name_collision_flag"": """", ""crossgov_name_collision_proposed_entity_id"": """", ""entity_class"": """", ""evidence_source_file"": """", ""evidence_url"": """", ""evidence_url_integrity"": """", ""exclusion_evidence"": """", ""exclusion_id"": """", ""identifier"": ""FS44ND87ADK4"", ""identifier_type"": ""UEI"", ""is_authority"": """", ""joint_ownership_flag"": """", ""joint_ownership_note"": """", ""legal_business_name"": ""Cully Corporation Inc."", ""method_quarantined"": ""N"", ""prime_dollars_M"": ""0.046"", ""quarantine_disposition"": """", ""quarantine_disposition_basis"": """", ""source_file"": ""master_tribal_entity_registry.csv"", ""state"": ""AK"", ""tier_rationale"": ""Agent-researched 2026-08-06: single evidence leg"", ""tribe_id"": ""ANVC-CULLYX-00"", ""verified_date"": """"}, {""attribution_method"": ""agent_research_one_leg"", ""canonical_name"": ""Cully Corporation, Inc."", ""cedar_uid"": ""CE-0008H-E9"", ""confidence_tier"": ""B"", ""crossgov_name_collision_basis"": """", ""crossgov_name_collision_disposition"": """", ""crossgov_name_collision_flag"": """", ""crossgov_name_collision_proposed_entity_id"": """", ""entity_class"": ""TRIBAL_UNCROSSWALKED_SBA"", ""evidence_source_file"": """", ""evidence_url"": ""https://search.certifications.sba.gov/"", ""evidence_url_integrity"": """", ""exclusion_evidence"": """", ""exclusion_id"": """", ""identifier"": ""76WW7"", ""identifier_type"": ""CAGE"", ""is_authority"": """", ""joint_ownership_flag"": """", ""joint_ownership_note"": """", ""legal_business_name"": ""CULLY CORPORATION INC."", ""method_quarantined"": ""N"", ""prime_dollars_M"": ""0.0"", ""quarantine_disposition"": """", ""quarantine_disposition_basis"": """", ""source_file"": ""need_v6_geocoded.csv"", ""state"": ""AK"", ""tier_rationale"": ""Agent-researched 2026-08-06: single evidence leg"", ""tribe_id"": ""ANVC-CULLYX-00"", ""verified_date"": ""2026-04-30""}]","cage.dla.mil: paste CAGE 76WW7; expect the registrant to be Cully Corporation, Inc. itself, not a subsidiary or parent"
CE-0007E-QE|CB-1016035,,UNRESOLVED,,,,,,d5e421502a9b348ba247738f27f17b46ec41e6838780fad90a01da0b75a57d63,WEAK_OR_INSUFFICIENT_EVIDENCE_ONLY,CE-0007E-QE,"Doyon, Limited",Alaska Native Regional Corporation,CB-1016035,"DOYON, LIMITED",CAGE:4Y2B6 | UEI:DGWUT8NL4LB4,CE-0007E-QE via cluster_v3 tier B: QUARANTINED_METHOD_KEEP,,UEI:DGWUT8NL4LB4 url=MISSING quarantined=Y/KEEP excluded=no,"[{""attribution_method"": ""cluster_v3"", ""canonical_name"": ""Doyon, Limited"", ""cedar_uid"": ""CE-0007E-QE"", ""confidence_tier"": ""B"", ""crossgov_name_collision_basis"": """", ""crossgov_name_collision_disposition"": """", ""crossgov_name_collision_flag"": """", ""crossgov_name_collision_proposed_entity_id"": """", ""entity_class"": ""Alaska Native Regional Corporation"", ""evidence_source_file"": ""sam_uei_to_tribe_assignment_v3.csv"", ""evidence_url"": """", ""evidence_url_integrity"": ""Reclassified 2026-08-06: this was a local file path, not a retrievable URL. The attribution may still be correct; the claim of web verification was not."", ""exclusion_evidence"": """", ""exclusion_id"": """", ""identifier"": ""DGWUT8NL4LB4"", ""identifier_type"": ""UEI"", ""is_authority"": """", ""joint_ownership_flag"": """", ""joint_ownership_note"": """", ""legal_business_name"": ""Doyon Limited"", ""method_quarantined"": ""Y"", ""prime_dollars_M"": ""0.002"", ""quarantine_disposition"": ""KEEP"", ""quarantine_disposition_basis"": ""rule 7: exact whole-name match to the hub's own official name"", ""source_file"": ""master_tribal_entity_registry.csv"", ""state"": ""AK"", ""tier_rationale"": ""Algorithmic name clustering, unreviewed"", ""tribe_id"": ""ANRC-DOYONL-00"", ""verified_date"": ""2026-04-27""}]","cage.dla.mil: paste CAGE 4Y2B6; expect the registrant to be Doyon, Limited itself, not a subsidiary or parent"
CE-0008R-RR|CB-1016725,,UNRESOLVED,,,,,,6ecca3fb2c04b81cd5a237e279a6426fb0b8d50f406eb73ea3f4d2e072597a29,WEAK_OR_INSUFFICIENT_EVIDENCE_ONLY,CE-0008R-RR,"Eklutna, Inc.",Alaska Native Village Corporation,CB-1016725,EKLUTNA INC,CAGE:38LY0 | UEI:JWA7LVNPBSM5,CE-0008R-RR via cluster_v3 tier B: QUARANTINED_METHOD_KEEP,,UEI:JWA7LVNPBSM5 url=MISSING quarantined=Y/KEEP excluded=no,"[{""attribution_method"": ""cluster_v3"", ""canonical_name"": ""Eklutna, Inc."", ""cedar_uid"": ""CE-0008R-RR"", ""confidence_tier"": ""B"", ""crossgov_name_collision_basis"": """", ""crossgov_name_collision_disposition"": """", ""crossgov_name_collision_flag"": """", ""crossgov_name_collision_proposed_entity_id"": """", ""entity_class"": ""Federally recognized Alaska Native Village"", ""evidence_source_file"": ""sam_uei_to_tribe_assignment_v3.csv"", ""evidence_url"": """", ""evidence_url_integrity"": ""Reclassified 2026-08-06: this was a local file path, not a retrievable URL. The attribution may still be correct; the claim of web verification was not."", ""exclusion_evidence"": """", ""exclusion_id"": """", ""identifier"": ""JWA7LVNPBSM5"", ""identifier_type"": ""UEI"", ""is_authority"": """", ""joint_ownership_flag"": """", ""joint_ownership_note"": """", ""legal_business_name"": ""Eklutna, Inc."", ""method_quarantined"": ""Y"", ""prime_dollars_M"": ""13.716"", ""quarantine_disposition"": ""KEEP"", ""quarantine_disposition_basis"": ""rule 7: exact whole-name match to the hub's own official name"", ""source_file"": ""master_tribal_entity_registry.csv"", ""state"": ""AK"", ""tier_rationale"": ""Corrected 2026-08-06: moved from the village government to the ANCSA corporation. Algorithmic name clustering, unreviewed"", ""tribe_id"": ""ANVC-EKLUTN-00"", ""verified_date"": ""2026-04-27""}]","cage.dla.mil: paste CAGE 38LY0; expect the registrant to be Eklutna, Inc. itself, not a subsidiary or parent"
CE-000A6-PP|CB-1007517,,UNRESOLVED,,,,,,7fffafa49f1ea70aea77853db467d893c476019c4a68868dccc15c390595084c,WEAK_OR_INSUFFICIENT_EVIDENCE_ONLY,CE-000A6-PP,"Ekwok Natives, Ltd.",Alaska Native Village Corporation,CB-1007517,EKWOK NATIVES LTD,CAGE:684D6 | UEI:QMVMSM5LHT99,CE-0006S-MH via need_v6 tier B: WEAK_ATTRIBUTION_TO_OTHER_ENTITY,https://search.certifications.sba.gov/,CAGE:684D6 url=HOST_ROOT_ONLY quarantined=Y/KEEP excluded=no,"[{""attribution_method"": ""need_v6"", ""canonical_name"": ""Ekwok"", ""cedar_uid"": ""CE-0006S-MH"", ""confidence_tier"": ""B"", ""crossgov_name_collision_basis"": """", ""crossgov_name_collision_disposition"": """", ""crossgov_name_collision_flag"": """", ""crossgov_name_collision_proposed_entity_id"": """", ""entity_class"": ""FEDERAL_AK_VILLAGE"", ""evidence_source_file"": """", ""evidence_url"": ""https://search.certifications.sba.gov/"", ""evidence_url_integrity"": """", ""exclusion_evidence"": """", ""exclusion_id"": """", ""identifier"": ""684D6"", ""identifier_type"": ""CAGE"", ""is_authority"": """", ""joint_ownership_flag"": """", ""joint_ownership_note"": """", ""legal_business_name"": ""EKWOK NATIVES LTD"", ""method_quarantined"": ""Y"", ""prime_dollars_M"": ""0.0"", ""quarantine_disposition"": ""KEEP"", ""quarantine_disposition_basis"": ""rule 7: residue empty - every distinctive word in the filed name (ekwok) is accounted for by the hub's own names"", ""source_file"": ""need_v6_geocoded.csv"", ""state"": ""AK"", ""tier_rationale"": ""NEED v6 attribution - review"", ""tribe_id"": ""AKNF-VEKWOK-00-BRBYCO-BRBYAS"", ""verified_date"": ""2026-04-30""}]","cage.dla.mil: paste CAGE 684D6; expect the registrant to be Ekwok Natives, Ltd. itself, not a subsidiary or parent"
CE-0008T-4A|CB-1014455,,UNRESOLVED,,,,,,4b2da03f0f991f814d5c75aacc9d1013371659b71ee1b3e7fd0aa8ccf6e6e837,WEAK_OR_INSUFFICIENT_EVIDENCE_ONLY,CE-0008T-4A,Emmonak Corporation,Alaska Native Village Corporation,CB-1014455,EMMONAK CORPORATION,CAGE:3MKH9 | UEI:NQE6F46KTGM6,CE-0008T-4A via cluster_v3 tier B: QUARANTINED_METHOD_KEEP,,UEI:NQE6F46KTGM6 url=MISSING quarantined=Y/KEEP excluded=no,"[{""attribution_method"": ""cluster_v3"", ""canonical_name"": ""Emmonak Corporation"", ""cedar_uid"": ""CE-0008T-4A"", ""confidence_tier"": ""B"", ""crossgov_name_collision_basis"": """", ""crossgov_name_collision_disposition"": """", ""crossgov_name_collision_flag"": """", ""crossgov_name_collision_proposed_entity_id"": """", ""entity_class"": ""Federally recognized Alaska Native Village"", ""evidence_source_file"": ""sam_uei_to_tribe_assignment_v3.csv"", ""evidence_url"": """", ""evidence_url_integrity"": ""Reclassified 2026-08-06: this was a local file path, not a retrievable URL. The attribution may still be correct; the claim of web verification was not."", ""exclusion_evidence"": """", ""exclusion_id"": """", ""identifier"": ""NQE6F46KTGM6"", ""identifier_type"": ""UEI"", ""is_authority"": """", ""joint_ownership_flag"": """", ""joint_ownership_note"": """", ""legal_business_name"": ""Emmonak Corporation"", ""method_quarantined"": ""Y"", ""prime_dollars_M"": ""0.04"", ""quarantine_disposition"": ""KEEP"", ""quarantine_disposition_basis"": ""rule 7: exact whole-name match to the hub's own official name"", ""source_file"": ""master_tribal_entity_registry.csv"", ""state"": ""AK"", ""tier_rationale"": ""Corrected 2026-08-06: moved from the village government to the ANCSA corporation. Algorithmic name clustering, unreviewed"", ""tribe_id"": ""ANVC-EMMONA-00"", ""verified_date"": ""2026-04-27""}]","cage.dla.mil: paste CAGE 3MKH9; expect the registrant to be Emmonak Corporation itself, not a subsidiary or parent"
