cedar_uid,name,entity_class,name_source,name_source_label,name_source_url,name_captured,name_match_route,prior_canonical_name,name_differs_from_prior
CE-00001-6S,Asa'carsarmiut Tribe,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Asa'carsarmiut,1
CE-00002-CJ,Native Village of Afognak,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,canonical_name [BIA name minus generic prefix],Afognak,1
CE-00003-JB,Agdaagux Tribe of King Cove,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Agdaagux,1
CE-00004-R4,Akiachak Native Community,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Akiachak,1
CE-00005-YX,Native Village of Akhiok,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Akhiok,1
CE-00006-4P,Akiak Native Community,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Akiak,1
CE-00007-AF,Native Village of Akutan,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,canonical_name [BIA name minus generic prefix],Akutan,1
CE-00008-G8,Allakaket Village,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Allakaket,1
CE-00009-P1,Village of Alakanuk,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,canonical_name [BIA name minus generic prefix],Alakanuk,1
CE-0000A-WT,Alatna Village,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Alatna,1
CE-0000B-2K,Algaaciq Native Village (St. Mary's),Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,canonical_name [generic-word-stripped core name],Algaaciq,1
CE-0000C-8C,Native Village of Aleknagik,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Aleknagik,1
CE-0000D-E5,Alutiiq Tribe of Old Harbor,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Alutiiq,1
CE-0000E-MY,Native Village of Ambler,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Ambler,1
CE-0000F-TQ,Angoon Community Association,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Angoon,1
CE-0000G-0G,Village of Anaktuvuk Pass,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Anaktuvuk Pass,1
CE-0000H-69,Anvik Village,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Anvik,1
CE-0000J-C2,Arctic Village (See Native Village of Venetie Tribal Government),Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,canonical_name [close],Arctic Village,1
CE-0000K-JV,Native Village of Atka,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Atka,1
CE-0000M-RM,Village of Atmautluak,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,canonical_name [BIA name minus generic prefix],Atmautluak,1
CE-0000N-YD,Native Village of Atqasuk,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [generic-word-stripped core name],Atqasuk,1
CE-0000P-46,Native Village of Buckland,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Buckland,1
CE-0000Q-AZ,Beaver Village,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Beaver,1
CE-0000R-GR,Birch Creek Tribe,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Birch Creek,1
CE-0000S-PH,Native Village of Belkofski,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,canonical_name [BIA name minus generic prefix],Belkofski,1
CE-0000T-WA,Village of Bill Moore's Slough,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Bill Moore's Slough,1
CE-0000V-23,Native Village of Brevig Mission,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,canonical_name [BIA name minus generic prefix],Brevig Mission,1
CE-0000W-8W,Chignik Bay Tribal Council,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Chignik Bay,1
CE-0000X-EN,Native Village of Chignik Lagoon,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,canonical_name [BIA name minus generic prefix],Chignik Lagoon,1
CE-0000Y-ME,Chignik Lake Village,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Chignik Lake,1
CE-0000Z-T7,Chickaloon Native Village,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Chickaloon,1
CE-00010-5G,Chevak Native Village,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,canonical_name [generic-word-stripped core name],Chevak,1
CE-00011-B9,Village of Chefornak,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Chefornak,1
CE-00012-H2,Chinik Eskimo Community (Golovin),Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Chinik,1
CE-00013-QV,Chilkat Indian Village (Klukwan),Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Chilkat,1
CE-00014-XM,Chalkyitsik Village,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,canonical_name [generic-word-stripped core name],Chalkyitsik,1
CE-00015-3D,Native Village of Chenega,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,canonical_name [BIA name minus generic prefix],Chenega,1
CE-00016-96,Cheesh-Na Tribe,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Cheesh-Na,1
CE-00017-FZ,"Native Village of Chuathbaluk (Russian Mission, Kuskokwim)",Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,canonical_name [BIA name minus generic prefix],Chuathbaluk,1
CE-00018-NR,Native Village of Chitina,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,canonical_name [BIA name minus generic prefix],Chitina,1
CE-00019-VH,Circle Native Community,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Circle,1
CE-0001A-1A,Chilkoot Indian Association (Haines),Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Chilkoot,1
CE-0001B-73,Chuloonawick Native Village,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,canonical_name [generic-word-stripped core name],Chuloonawick,1
CE-0001C-DW,Village of Clarks Point,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Clark's Point,1
CE-0001D-KN,Native Village of Cantwell,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Cantwell,1
CE-0001E-SE,Native Village of Council,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,canonical_name [BIA name minus generic prefix],Council,1
CE-0001F-Z7,Craig Tribal Association,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Craig,1
CE-0001G-50,Village of Crooked Creek,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Crooked Creek,1
CE-0001H-BS,Curyung Tribal Council,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Curyung,1
CE-0001J-HJ,Native Village of Deering,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Deering,1
CE-0001K-QB,Village of Dot Lake,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,canonical_name [BIA name minus generic prefix],Dot Lake,1
CE-0001M-X4,Douglas Indian Association,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Douglas,1
CE-0001N-3X,Egegik Village,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Egegik,1
CE-0001P-9P,Eklutna Native Village,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,canonical_name [generic-word-stripped core name],Eklutna,1
CE-0001Q-FF,Emmonak Village,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,canonical_name [generic-word-stripped core name],Emmonak,1
CE-0001R-N8,Evansville Village (aka Bettles Field),Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,canonical_name [generic-word-stripped core name],Evansville,1
CE-0001S-V1,Native Village of False Pass,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],False Pass,1
CE-0001T-1T,Native Village of Gakona,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Gakona,1
CE-0001V-7K,Native Village of Gambell,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Gambell,1
CE-0001W-DC,Native Village of Georgetown,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Georgetown,1
CE-0001X-K5,Gulkana Village Council,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Gulkana,1
CE-0001Y-SY,Native Village of Goodnews Bay,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Goodnews Bay,1
CE-0001Z-ZQ,Organized Village of Grayling (aka Holikachuk),Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [normalised],Grayling,1
CE-00020-A0,Native Village of Fort Yukon,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Fort Yukon,1
CE-00021-GS,Native Village of Hamilton,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Hamilton,1
CE-00022-PJ,Holy Cross Tribe,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Holy Cross,1
CE-00023-WB,Hydaburg Cooperative Association,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Hydaburg,1
CE-00024-24,Healy Lake Village,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Healy Lake,1
CE-00025-8X,Hoonah Indian Association,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Hoonah,1
CE-00026-EP,Native Village of Hooper Bay,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Hooper Bay,1
CE-00027-MF,Hughes Village,Federally recognized Alaska Native Village,bia_federal_register,"BIA, Indian Entities Recognized by and Eligible To Receive Services From the United States Bureau of Indian Affairs, 91 FR 4102",https://www.federalregister.gov/documents/2026/01/30/2026-01899/indian-entities-recognized-by-and-eligible-to-receive-services-from-the-united-states-bureau-of,2026-01-30,federal_register_legal_name [exact],Hughes,1
