handle,cedar_uid,valid_from,valid_to,status,change_reason,recorded_date
TRBF-CAVLLY-00,CE-0012W-P5,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-CAYUGA-00,CE-0012X-WY,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-CEDARV-00,CE-0012Y-2Q,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-CFTGSH-00,CE-0012Z-8G,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-CHCKHE-00,CE-00130-KS,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-CHCKHT-00,CE-00131-SJ,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-CHCKNR-00,CE-00132-ZB,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-CHEHLS-00,CE-00133-54,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-CHKNAT-00,CE-00134-BX,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-CHKSWN-00,CE-00135-HP,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-CHLLAB-00,CE-00136-QF,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-CHMHVI-00,CE-00137-X8,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-CHRAEH-00,CE-00138-31,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-CHTMCH-00,CE-00139-9T,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-CHYARP-00,CE-0013A-FK,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-CHYNRV-00,CE-0013B-NC,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-CITIZN-00,CE-0013C-V5,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-CLDSPR-00,CE-0013D-1Y,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-CLUSLW-00,CE-0013E-7Q,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-CLVRDL-00,CE-0013F-DG,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-CMNCHE-00,CE-0013G-K9,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-COCHTI-00,CE-0013H-S2,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-COCOPH-00,CE-0013J-ZV,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-COLVLL-00,CE-0013K-5M,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-COQLLE-00,CE-0013M-BD,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-CORIVR-00,CE-0013N-H6,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-COUSLA-00,CE-0013P-QZ,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-COWCRU-00,CE-0013Q-XR,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-COWLTZ-00,CE-0013R-3H,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-CPTNGR-00,CE-0013S-9A,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-CRDALN-00,CE-0013T-F3,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-CROWCR-00,CE-0013V-NW,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-CROWMT-00,CE-0013W-VN,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-CSKTFR-00,CE-0013X-1E,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-CTWNAT-00,CE-0013Y-77,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-CVERDE-00,CE-0013Z-D0,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-CYOTEV-00,CE-00140-R9,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-DELAWN-00,CE-00141-Y2,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-DELAWT-00,CE-00142-4V,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-DRYCRK-00,CE-00143-AM,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-DUCKVY-00,CE-00144-GD,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-DUCKWT-00,CE-00145-P6,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-ELEMCL-00,CE-00146-WZ,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-ELKVLY-00,CE-00147-2R,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-ELYTNV-00,CE-00148-8H,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-ENTPRS-00,CE-00149-EA,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-ESHAWN-00,CE-0014A-M3,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-ESTCHK-00,CE-0014B-TW,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-ESWNDR-00,CE-0014C-0N,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-FALLON-00,CE-0014D-6E,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-FLANDR-00,CE-0014E-C7,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-FMCDWL-00,CE-0014F-J0,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-FSCWSA-00,CE-0014G-RS,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-FSTCTY-00,CE-0014H-YJ,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-FTHALL-00,CE-0014J-4B,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-FTINDP-00,CE-0014K-A4,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-FTMCDM-00,CE-0014M-GX,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-GILARV-00,CE-0014N-PP,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-GRATON-00,CE-0014P-WF,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-GREENV-00,CE-0014Q-28,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-GRNDST-00,CE-0014R-81,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-GRNRND-00,CE-0014S-ET,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-GRTRVS-00,CE-0014T-MK,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-GUIDIV-00,CE-0014V-TC,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-HANNHV-00,CE-0014W-05,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-HAVASP-00,CE-0014X-6Y,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-HBMTLL-00,CE-0014Y-CQ,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-HLTNML-00,CE-0014Z-JG,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-HOCHNK-00,CE-00150-XS,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-HOHTRB-00,CE-00151-3J,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-HOOPAV-00,CE-00152-9B,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-HOPIAZ-00,CE-00153-F4,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-HPLAND-00,CE-00154-NX,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-HUALAP-00,CE-00155-VP,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-IIPAYN-00,CE-00156-1F,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-INAJAB-00,CE-00157-78,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-IONEBD-00,CE-00158-D1,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-IOWAKN-00,CE-00159-KT,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-IOWAOK-00,CE-0015A-SK,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-ISLETA-00,CE-0015B-ZC,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-JAMULV-00,CE-0015C-55,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-JCKMWK-00,CE-0015D-BY,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-JCRLLA-00,CE-0015E-HQ,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-JEMEZP-00,CE-0015F-QG,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-JMSTSK-00,CE-0015G-X9,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-JNACTW-00,CE-0015H-32,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-KAIBAB-00,CE-0015J-9V,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-KALSPL-00,CE-0015K-FM,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-KARUKT-00,CE-0015M-ND,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-KASHIA-00,CE-0015N-V6,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-KAWNOK-00,CE-0015P-1Z,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-KCKPKS-00,CE-0015Q-7R,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-KCKPOK-00,CE-0015R-DH,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-KCKPTX-00,CE-0015S-KA,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-KILGEE-00,CE-0015T-S3,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-KIOWAT-00,CE-0015V-ZW,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-KLAMTH-00,CE-0015W-5N,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-KLTSLD-00,CE-0015X-BE,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-KOINCA-00,CE-0015Y-H7,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-KTNIID-00,CE-0015Z-Q0,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-KWNWBY-00,CE-00160-29,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-LAGUNA-00,CE-00161-82,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-LBRULE-00,CE-00162-EV,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-LCORLS-00,CE-00163-MM,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-LCYTES-00,CE-00164-TD,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-LELWHA-00,CE-00165-06,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-LFLAMB-00,CE-00166-6Z,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-LJOLLA-00,CE-00167-CR,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-LNPINE-00,CE-00168-JH,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-LPOSTA-00,CE-00169-RA,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-LRIVER-00,CE-0016A-Y3,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-LSHELL-00,CE-0016B-4W,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-LSVGAS-00,CE-0016C-AN,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-LTRVRS-00,CE-0016D-GE,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-LUMBEE-00,CE-0016E-P7,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-LUMMIT-00,CE-0016F-W0,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-LVDSRT-00,CE-0016G-2S,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-LVLOCK-00,CE-0016H-8J,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-LWSXMN-00,CE-0016J-EB,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-LYTTON-00,CE-0016K-M4,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-MAKAHN-00,CE-0016M-TX,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-MCHPDA-00,CE-0016N-0P,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-MCHSTR-00,CE-0016P-6F,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-MCKLSH-00,CE-0016Q-C8,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-MCSKEE-00,CE-0016R-J1,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-MDDLTN-00,CE-0016S-RT,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-MEBNSW-00,CE-0016T-YK,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-MESAGR-00,CE-0016V-4C,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-MHATAT-00,CE-0016W-A5,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-MHEGAN-00,CE-0016X-GY,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-MIAMIT-00,CE-0016Y-PQ,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-MIKMAQ-00,CE-0016Z-WG,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-MINNCH-00,CE-00170-7S,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-MNACAN-00,CE-00171-DJ,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-MNMNEE-00,CE-00172-KB,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-MNZNTA-00,CE-00173-S4,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-MOAPAT-00,CE-00174-ZX,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-MODOCN-00,CE-00175-5P,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-MOJAVE-00,CE-00176-BF,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-MOORTN-00,CE-00177-H8,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-MORNGO-00,CE-00178-Q1,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-MSBCTW-00,CE-00179-XT,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-MSCLRO-00,CE-0017A-3K,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-MSENAT-00,CE-0017B-9C,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-MSHNTK-00,CE-0017C-F5,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-MSHPEE-00,CE-0017D-NY,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-NAMBEP-00,CE-0017E-VQ,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-NAVAJO-00,CE-0017F-1G,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-NAWNDR-00,CE-0017G-79,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-NEZPRC-00,CE-0017H-D2,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-NISQLL-00,CE-0017J-KV,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-NNSMND-00,CE-0017K-SM,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-NOOKSK-00,CE-0017M-ZD,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-NORCHY-00,CE-0017N-56,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-NORFRK-00,CE-0017P-BZ,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-NRGNST-00,CE-0017Q-HR,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-NTWSPH-00,CE-0017R-QH,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-NWSSHN-00,CE-0017S-XA,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-OGLALA-00,CE-0017T-33,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-OKYOWG-00,CE-0017V-9W,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-OMAHAT-00,CE-0017W-FN,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-ONDANY-00,CE-0017X-NE,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-ONDAWI-00,CE-0017Y-V7,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-ONNDGA-00,CE-0017Z-10,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-OSAGEN-00,CE-00180-C9,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-OTOMSA-00,CE-00181-J2,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-OWATOK-00,CE-00182-RV,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-PALABD-00,CE-00183-YM,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-PAMNKY-00,CE-00184-4D,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-PAUMAB-00,CE-00185-A6,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-PAWNEE-00,CE-00186-GZ,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-PCHNGA-00,CE-00187-PR,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-PCURIS-00,CE-00188-WH,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-PEORIA-00,CE-00189-2A,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-PGMBSK-00,CE-0018A-83,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-PITRVR-00,CE-0018B-EW,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-PLKLYK-00,CE-0018C-MN,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-PNBSCT-00,CE-0018D-TE,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-PNCANE-00,CE-0018E-07,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-PNCAOK-00,CE-0018F-60,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-PNOLVL-00,CE-0018G-CS,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-POARCH-00,CE-0018H-JJ,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-POJOAQ-00,CE-0018J-RB,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-POKAGN-00,CE-0018K-Y4,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-PRAIRB-00,CE-0018M-4X,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-PRAIRI-00,CE-0018N-AP,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-PRSCTT-00,CE-0018P-GF,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-PSKNML-00,CE-0018Q-P8,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-PSMQDY-00,CE-0018R-W1,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-PSQYQI-00,CE-0018S-2T,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-PTTERV-00,CE-0018T-8K,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-PTTRUT-00,CE-0018V-EC,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-PUYLLP-00,CE-0018W-M5,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-PYCKCH-00,CE-0018X-TY,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-PYRMDL-00,CE-0018Y-0Q,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-QUAPAW-00,CE-0018Z-6G,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-QUARTZ-00,CE-00190-HS,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-QUECHN-00,CE-00191-QJ,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-QUILTE-00,CE-00192-XB,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-QUINLT-00,CE-00193-34,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-RAMONA-00,CE-00194-9X,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-RDDING-00,CE-00195-FP,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-REDCLF-00,CE-00196-NF,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-REDLKE-00,CE-00197-V8,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-REDWDV-00,CE-00198-11,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-RINCON-00,CE-00199-7T,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-RNDVLY-00,CE-0019A-DK,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-RNOSPK-00,CE-0019B-KC,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-ROBNSN-00,CE-0019C-S5,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-ROCKYB-00,CE-0019D-ZY,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-ROSEBD-00,CE-0019E-5Q,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-RPHNCK-00,CE-0019F-BG,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SAMISH-00,CE-0019G-H9,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SANDIA-00,CE-0019H-Q2,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SANTSX-00,CE-0019J-XV,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SBRMNS-00,CE-0019K-3M,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SCFXMO-00,CE-0019M-9D,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SCFXMS-00,CE-0019N-F6,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SCFXOK-00,CE-0019P-NZ,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SCLARA-00,CE-0019Q-VR,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SCROIX-00,CE-0019R-1H,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SCTTSV-00,CE-0019S-7A,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SDMNGO-00,CE-0019T-D3,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SFLIPE-00,CE-0019V-KW,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SGINAW-00,CE-0019W-SN,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SHAWNT-00,CE-0019X-ZE,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SHLWBY-00,CE-0019Y-57,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SHNNCK-00,CE-0019Z-B0,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SHRWDV-00,CE-001A0-P9,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SHSMWK-00,CE-001A1-W2,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SILDFN-00,CE-001A2-2V,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SILETZ-00,CE-001A3-8M,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SKLLVY-00,CE-001A4-ED,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SKOKOM-00,CE-001A5-M6,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SKSTTL-00,CE-001A6-TZ,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SMARIE-00,CE-001A7-0R,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SMMTLK-00,CE-001A8-6H,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SMNLFL-00,CE-001A9-CA,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SMNLOK-00,CE-001AA-J3,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SNCCYG-00,CE-001AB-RW,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SNCNAT-00,CE-001AC-YN,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SNCRLS-00,CE-001AD-4E,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SNJUAN-00,CE-001AE-A7,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SNOQLM-00,CE-001AF-G0,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SNPSQL-00,CE-001AG-PS,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SOBOBA-00,CE-001AH-WJ,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SOKGON-00,CE-001AJ-2B,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SPKANE-00,CE-001AK-84,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SPMWKN-00,CE-001AM-EX,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SPRTLK-00,CE-001AN-MP,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SQUXIN-00,CE-001AP-TF,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SRMHWK-00,CE-001AQ-08,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SROSAB-00,CE-001AR-61,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SROSAR-00,CE-001AS-CT,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SRPMCP-00,CE-001AT-JK,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-STAANA-00,CE-001AV-RC,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-STAYNZ-00,CE-001AW-Y5,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-STHUTE-00,CE-001AX-4Y,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-STLMSH-00,CE-001AY-AQ,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-STNDRK-00,CE-001AZ-GG,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SUQUAM-00,CE-001B0-VS,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SUSANV-00,CE-001B1-1J,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SWINOM-00,CE-001B2-7B,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SWOYTE-00,CE-001B3-D4,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-SYCUAN-00,CE-001B4-KX,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-TABLEM-00,CE-001B5-SP,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-TAOSPB-00,CE-001B6-ZF,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-TEJONT-00,CE-001B7-58,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-TEMOAK-00,CE-001B8-B1,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-THNODM-00,CE-001B9-HT,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-TIMBSH-00,CE-001BA-QK,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-TLPLCO-00,CE-001BB-XC,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-TLWDNI-00,CE-001BC-35,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-TNKAWA-00,CE-001BD-9Y,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-TNWNDA-00,CE-001BE-FQ,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-TONTOA-00,CE-001BF-NG,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-TRSMTZ-00,CE-001BG-V9,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-TSCARA-00,CE-001BH-12,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-TSUQUE-00,CE-001BJ-7V,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-TULALP-00,CE-001BK-DM,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-TULERV-00,CE-001BM-KD,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-TUNBIL-00,CE-001BN-S6,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-TUOLMN-00,CE-001BP-ZZ,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-TURTLM-00,CE-001BQ-5R,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-TWNPLM-00,CE-001BR-BH,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-UKEETW-00,CE-001BS-HA,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-UMATLL-00,CE-001BT-Q3,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-UMTPNI-00,CE-001BV-XW,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-UNTHOR-00,CE-001BW-3N,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-UPSXMN-00,CE-001BX-9E,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-USKAGT-00,CE-001BY-F7,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-UTEMTN-00,CE-001BZ-N0,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-UUGWTU-00,CE-001C0-09,2026-08-29,,current,first recorded binding,2026-08-29
TRBF-WASHOE-00,CE-001C1-62,2026-08-29,,current,first recorded binding,2026-08-29
