source_dataset,subaward_source_record_id,duplicate_status,subaward_exceeds_prime_flag,subaward_number,prime_award_id,fiscal_year,subaward_date,from_tribe_id,from_entity,from_firm,to_tribe_id,to_entity,to_firm,amount_usd,amount_countable,award_kind,prime_top_awarding_agency,naics_title,relationship,reliability_note,built_date
usaspending_fsrs_pull,89EB47F6-FCB8-11EF-8E2A-E7034F2D18CD,primary,yes,DV01-0017,0017,2013,2013-03-09,CE-000CR-CR,Tanadgusix Corporation (TDX),"SAND POINT SERVICES, LLC",CE-00134-BX,Cherokee Nation,"CHEROKEE NATION CONSTRUCTION SERVICES, L.L.C.",66681.00,0,contract,Department of Defense (DOD),COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,different_entities,FSRS is self-reported by the prime with no validation. The RELATIONSHIP is reliable; the AMOUNT is countable only where amount_countable = 1.,2026-09-02
usaspending_fsrs_pull,9A9177D8-FCB8-11EF-8E2A-E7034F2D18CD,primary,yes,STS054.102,0102,2014,2014-09-30,CE-0007A-ZA,Bristol Bay Native Corporation,"SPECPRO TECHNICAL SERVICES, LLC",CE-0007A-ZA,Bristol Bay Native Corporation,"SPECPRO, INC",126320.00,0,contract,Department of Defense (DOD),"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",same_entity,FSRS is self-reported by the prime with no validation. The RELATIONSHIP is reliable; the AMOUNT is countable only where amount_countable = 1.,2026-09-02
usaspending_fsrs_pull,E18A84E8-FCBA-11EF-8E2A-E7034F2D18CD,primary,yes,SC-D-AW044-0035-TO-0015,N4425517F4193,2017,2017-09-21,CE-0007C-BW,Chugach Alaska Corporation,"CHUGACH FEDERAL SOLUTIONS, INC.",CE-001B0-VS,Suquamish,PORT MADISON ENTERPRISES CONSTRUCTION CORPORATION,429499.86,0,contract,Department of Defense (DOD),FACILITIES SUPPORT SERVICES,different_entities,FSRS is self-reported by the prime with no validation. The RELATIONSHIP is reliable; the AMOUNT is countable only where amount_countable = 1.,2026-09-02
usaspending_fsrs_pull,9E1D32C0-FCB8-11EF-8E2A-E7034F2D18CD,primary,yes,1028,140G0218F0236,2018,2018-06-01,CE-0007G-30,"NANA Regional Corporation, Incorporated","LYNXNET, LLC",CE-0007G-30,"NANA Regional Corporation, Incorporated","LYNXNET, LLC",82420.00,0,contract,Department of the Interior (DOI),"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",same_entity,FSRS is self-reported by the prime with no validation. The RELATIONSHIP is reliable; the AMOUNT is countable only where amount_countable = 1.,2026-09-02
usaspending_fsrs_pull,9E1D431E-FCB8-11EF-8E2A-E7034F2D18CD,primary,yes,1030,140G0218F0265,2018,2018-06-01,CE-0007G-30,"NANA Regional Corporation, Incorporated","LYNXNET, LLC",CE-0007G-30,"NANA Regional Corporation, Incorporated","LYNXNET, LLC",67740.00,0,contract,Department of the Interior (DOI),"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",same_entity,FSRS is self-reported by the prime with no validation. The RELATIONSHIP is reliable; the AMOUNT is countable only where amount_countable = 1.,2026-09-02
usaspending_fsrs_pull,F8A2E8C0-FCB8-11EF-8E2A-E7034F2D18CD,primary,yes,SSI305.720,FA865018F4720,2018,2018-09-30,CE-0007A-ZA,Bristol Bay Native Corporation,STS SYSTEMS INTEGRATION,CE-0007A-ZA,Bristol Bay Native Corporation,"EAGLE INTEGRATED SERVICES, LLC",824112.25,0,contract,Department of Defense (DOD),"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",same_entity,FSRS is self-reported by the prime with no validation. The RELATIONSHIP is reliable; the AMOUNT is countable only where amount_countable = 1.,2026-09-02
usaspending_fsrs_pull,E61E6F88-FCBA-11EF-8E2A-E7034F2D18CD,primary,yes,TSMED02.43,N6264517F0543,2018,2017-10-01,CE-0016W-A5,Three Affiliated,"THREE STAR MEDPRO TECH JV, LLC",CE-0016W-A5,Three Affiliated,THREE STAR ENTERPRISES LLC,42351.17,0,contract,Department of Defense (DOD),TEMPORARY HELP SERVICES,same_entity,FSRS is self-reported by the prime with no validation. The RELATIONSHIP is reliable; the AMOUNT is countable only where amount_countable = 1.,2026-09-02
usaspending_fsrs_pull,B245F818-FCB8-11EF-8E2A-E7034F2D18CD,primary,yes,AF-JV-D-39005-003,80LARC19F0122,2019,2019-08-19,CE-0000D-E5,Alutiiq,ALUTIIQ FUSION JOINT VENTURE,CE-0018H-JJ,Poarch,"MEDIA FUSION, LLC",26402077.99,0,contract,National Aeronautics and Space Administration (NASA),ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,different_entities,FSRS is self-reported by the prime with no validation. The RELATIONSHIP is reliable; the AMOUNT is countable only where amount_countable = 1.,2026-09-02
usaspending_fsrs_pull,B246020E-FCB8-11EF-8E2A-E7034F2D18CD,primary,yes,AF-JV-D-39005-003,80LARC19F0122,2019,2019-08-19,CE-0000D-E5,Alutiiq,ALUTIIQ FUSION JOINT VENTURE,CE-0018H-JJ,Poarch,"MEDIA FUSION, LLC",27939131.99,0,contract,National Aeronautics and Space Administration (NASA),ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,different_entities,FSRS is self-reported by the prime with no validation. The RELATIONSHIP is reliable; the AMOUNT is countable only where amount_countable = 1.,2026-09-02
usaspending_fsrs_pull,B2460F06-FCB8-11EF-8E2A-E7034F2D18CD,primary,yes,AF-JV-D-39005-003 (39AFJV0002 CO,80LARC19F0122,2019,2019-08-19,CE-0000D-E5,Alutiiq,ALUTIIQ FUSION JOINT VENTURE,CE-0018H-JJ,Poarch,"MEDIA FUSION, LLC",33423661.21,0,contract,National Aeronautics and Space Administration (NASA),ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,different_entities,FSRS is self-reported by the prime with no validation. The RELATIONSHIP is reliable; the AMOUNT is countable only where amount_countable = 1.,2026-09-02
