action_id,action_code,action_type,action_code_year,action_code_year_basis,document_date,document_date_basis,index_post_date,index_post_date_basis,tribe_entity_id,tribe_canonical_name,cedar_uid,tribe_name_as_published,tribe_match_method,tribe_key_verified_by,tribe_key_verdict,record_scope,record_scope_basis,additional_entity_ids,inclusion_basis,document_title_verbatim,nigc_category,document_url,resolved_document_url,local_document_path,document_bytes,document_md5,document_http_status,document_retrieved,source_authority,source_host,derivation_basis,fetched_date,retrieved_by,built_by,built_date
NIGCMC-00C34199F1A9,,,,,,no date in the filename; the upload path says 2025-02 but an UPLOAD MONTH IS NOT A DOCUMENT DATE and is not promoted,2025-02-21,"the website's posting date, not the action date",TRBF-CHYARP-00,Cheyenne and Arapaho Tribes,CE-0013A-FK,Cheyenne and Arapaho Tribes of Oklahoma,resolver:containment,code/585_factcheck_nigc_keys.py,UNCHANGED,entity,"resolved to one Native entity by the project resolver (resolver:containment), re-derived and checked against data/spine/cedar_identity_register.csv",,"NIGC is the federal regulator created by the Indian Gaming Regulatory Act, 25 U.S.C. 2701 et seq.; every document it publishes concerns Indian gaming by statute.",Cheyenne and Arapaho Tribes of Oklahoma,approved-management-contracts,https://www.nigc.gov/download/cheyenne-and-arapaho-tribes-of-oklahoma-2/,https://www.nigc.gov/wp-content/uploads/2025/02/cheyennearapahoswcasino.pdf,data/raw/external/nigc_documents/pdf/approved-management-contracts__cheyenne-and-arapaho-tribes-of-oklahoma-2.pdf,3937264,adb8dbc1e65efc8a04c1de3d5b681229,200,Y,National Indian Gaming Commission (NIGC),www.nigc.gov,"one row per published document on NIGC's `approved-management-contracts` index; a management contract approved by the NIGC Chair under 25 U.S.C. 2711. No field is inferred: every value is read from the index listing or from the document filename, and the basis columns say which.",2026-09-01,code/344_pull_nigc_document_surface.py,code/586_promote_nigc_gaming.py,2026-09-01
NIGCMC-C57DF8BD6228,,,,,,no date in the filename; the upload path says 2025-02 but an UPLOAD MONTH IS NOT A DOCUMENT DATE and is not promoted,2025-02-21,"the website's posting date, not the action date",TRBF-CHTMCH-00,Chitimacha,CE-00139-9T,Chitimacha Tribe of Louisiana,resolver:alias,code/585_factcheck_nigc_keys.py,UNCHANGED,entity,"resolved to one Native entity by the project resolver (resolver:alias), re-derived and checked against data/spine/cedar_identity_register.csv",,"NIGC is the federal regulator created by the Indian Gaming Regulatory Act, 25 U.S.C. 2701 et seq.; every document it publishes concerns Indian gaming by statute.",Chitimacha Tribe of Louisiana,approved-management-contracts,https://www.nigc.gov/download/chitimacha-tribe-of-louisiana-3/,https://www.nigc.gov/wp-content/uploads/2025/02/chitimacharoyal.pdf,data/raw/external/nigc_documents/pdf/approved-management-contracts__chitimacha-tribe-of-louisiana-3.pdf,1174925,3e1fb949d029f540065fc7fb6df1707c,200,Y,National Indian Gaming Commission (NIGC),www.nigc.gov,"one row per published document on NIGC's `approved-management-contracts` index; a management contract approved by the NIGC Chair under 25 U.S.C. 2711. No field is inferred: every value is read from the index listing or from the document filename, and the basis columns say which.",2026-09-01,code/344_pull_nigc_document_surface.py,code/586_promote_nigc_gaming.py,2026-09-01
NIGCMC-DBAB2D3AB7A7,,,,,,no date in the filename; the upload path says 2025-02 but an UPLOAD MONTH IS NOT A DOCUMENT DATE and is not promoted,2025-02-21,"the website's posting date, not the action date",TRBF-UMATLL-00,Umatilla Tribe,CE-001BT-Q3,"Confederated Tribes of the Umatilla Reservation, Oregon",resolver:containment,code/585_factcheck_nigc_keys.py,UNCHANGED,entity,"resolved to one Native entity by the project resolver (resolver:containment), re-derived and checked against data/spine/cedar_identity_register.csv",,"NIGC is the federal regulator created by the Indian Gaming Regulatory Act, 25 U.S.C. 2701 et seq.; every document it publishes concerns Indian gaming by statute.","Confederated Tribes of the Umatilla Reservation, Oregon",approved-management-contracts,https://www.nigc.gov/download/confederated-tribes-of-the-umatilla-reservation-oregon/,https://www.nigc.gov/wp-content/uploads/2025/02/umatillacapitalgaming.pdf,data/raw/external/nigc_documents/pdf/approved-management-contracts__confederated-tribes-of-the-umatilla-reservation-oregon.pdf,2045088,75082c61df90046b78836d793c22c85e,200,Y,National Indian Gaming Commission (NIGC),www.nigc.gov,"one row per published document on NIGC's `approved-management-contracts` index; a management contract approved by the NIGC Chair under 25 U.S.C. 2711. No field is inferred: every value is read from the index listing or from the document filename, and the basis columns say which.",2026-09-01,code/344_pull_nigc_document_surface.py,code/586_promote_nigc_gaming.py,2026-09-01
NIGCMC-CC27B77D27CD,,,,,,no date in the filename; the upload path says 2025-02 but an UPLOAD MONTH IS NOT A DOCUMENT DATE and is not promoted,2025-02-21,"the website's posting date, not the action date",TRBF-CRDALN-00,Coeur D'Alene,CE-0013T-F3,"Coeur d’Alene Tribe of the Coeur d’Alene Reservation, Idaho",resolver:containment,code/585_factcheck_nigc_keys.py,UNCHANGED,entity,"resolved to one Native entity by the project resolver (resolver:containment), re-derived and checked against data/spine/cedar_identity_register.csv",,"NIGC is the federal regulator created by the Indian Gaming Regulatory Act, 25 U.S.C. 2701 et seq.; every document it publishes concerns Indian gaming by statute.","Coeur d’Alene Tribe of the Coeur d’Alene Reservation, Idaho",approved-management-contracts,https://www.nigc.gov/download/coeur-dalene-tribe-of-the-coeur-dalene-reservation-idaho/,https://www.nigc.gov/wp-content/uploads/2025/02/coeurdaleneunistar.pdf,data/raw/external/nigc_documents/pdf/approved-management-contracts__coeur-dalene-tribe-of-the-coeur-dalene-reservation-idaho.pdf,1499314,313e105f373e5a037a6f26a83c59714c,200,Y,National Indian Gaming Commission (NIGC),www.nigc.gov,"one row per published document on NIGC's `approved-management-contracts` index; a management contract approved by the NIGC Chair under 25 U.S.C. 2711. No field is inferred: every value is read from the index listing or from the document filename, and the basis columns say which.",2026-09-01,code/344_pull_nigc_document_surface.py,code/586_promote_nigc_gaming.py,2026-09-01
NIGCMC-579F6780A54A,,,,,,no date in the filename; the upload path says 2025-02 but an UPLOAD MONTH IS NOT A DOCUMENT DATE and is not promoted,2025-02-21,"the website's posting date, not the action date",TRBF-CVERDE-00,Yavapai-Apache,CE-0013Z-D0,"Yavapai Apache Nation of the CampVerde Indian Reservation, AZ",resolver:containment,code/585_factcheck_nigc_keys.py,UNCHANGED,entity,"resolved to one Native entity by the project resolver (resolver:containment), re-derived and checked against data/spine/cedar_identity_register.csv",,"NIGC is the federal regulator created by the Indian Gaming Regulatory Act, 25 U.S.C. 2701 et seq.; every document it publishes concerns Indian gaming by statute.","Yavapai Apache Nation of the CampVerde Indian Reservation, AZ",approved-management-contracts,https://www.nigc.gov/download/yavapai-apache-nation-of-the-campverde-indian-reservation-az/,https://www.nigc.gov/wp-content/uploads/2025/02/yavapaiapachefitzgerald.pdf,data/raw/external/nigc_documents/pdf/approved-management-contracts__yavapai-apache-nation-of-the-campverde-indian-reservation-az.pdf,3652160,6558d84c624af913352ac44fe102c4e4,200,Y,National Indian Gaming Commission (NIGC),www.nigc.gov,"one row per published document on NIGC's `approved-management-contracts` index; a management contract approved by the NIGC Chair under 25 U.S.C. 2711. No field is inferred: every value is read from the index listing or from the document filename, and the basis columns say which.",2026-09-01,code/344_pull_nigc_document_surface.py,code/586_promote_nigc_gaming.py,2026-09-01
NIGCMC-979039DE6D7A,,,,,,no date in the filename; the upload path says 2025-02 but an UPLOAD MONTH IS NOT A DOCUMENT DATE and is not promoted,2025-02-21,"the website's posting date, not the action date",TRBF-KCKPTX-00,Kickapoo of Texas,CE-0015S-KA,Kickapoo Traditional Tribe of Texas,resolver:alias,code/585_factcheck_nigc_keys.py,UNCHANGED,entity,"resolved to one Native entity by the project resolver (resolver:alias), re-derived and checked against data/spine/cedar_identity_register.csv",,"NIGC is the federal regulator created by the Indian Gaming Regulatory Act, 25 U.S.C. 2701 et seq.; every document it publishes concerns Indian gaming by statute.",Kickapoo Traditional Tribe of Texas,approved-management-contracts,https://www.nigc.gov/download/kickapoo-traditional-tribe-of-texas-4/,https://www.nigc.gov/wp-content/uploads/2025/02/kickapooswcasino.pdf,data/raw/external/nigc_documents/pdf/approved-management-contracts__kickapoo-traditional-tribe-of-texas-4.pdf,2447231,82ac28ab04a88ab5540dbdbda0b1c1f2,200,Y,National Indian Gaming Commission (NIGC),www.nigc.gov,"one row per published document on NIGC's `approved-management-contracts` index; a management contract approved by the NIGC Chair under 25 U.S.C. 2711. No field is inferred: every value is read from the index listing or from the document filename, and the basis columns say which.",2026-09-01,code/344_pull_nigc_document_surface.py,code/586_promote_nigc_gaming.py,2026-09-01
NIGCMC-5F2EACAF16BF,,,,,,no date in the filename; the upload path says 2025-02 but an UPLOAD MONTH IS NOT A DOCUMENT DATE and is not promoted,2025-02-21,"the website's posting date, not the action date",TRBF-LRIVER-00,Little River,CE-0016A-Y3,Little River Band of Ottawa Indians,resolver:containment,code/585_factcheck_nigc_keys.py,UNCHANGED,entity,"resolved to one Native entity by the project resolver (resolver:containment), re-derived and checked against data/spine/cedar_identity_register.csv",,"NIGC is the federal regulator created by the Indian Gaming Regulatory Act, 25 U.S.C. 2701 et seq.; every document it publishes concerns Indian gaming by statute.",Little River Band of Ottawa Indians,approved-management-contracts,https://www.nigc.gov/download/little-river-band-of-ottawa-indians-4/,https://www.nigc.gov/wp-content/uploads/2025/02/littleriverbandmanistee.pdf,data/raw/external/nigc_documents/pdf/approved-management-contracts__little-river-band-of-ottawa-indians-4.pdf,2873341,d36e2f807bf8dcf0d2d5ea84649f8107,200,Y,National Indian Gaming Commission (NIGC),www.nigc.gov,"one row per published document on NIGC's `approved-management-contracts` index; a management contract approved by the NIGC Chair under 25 U.S.C. 2711. No field is inferred: every value is read from the index listing or from the document filename, and the basis columns say which.",2026-09-01,code/344_pull_nigc_document_surface.py,code/586_promote_nigc_gaming.py,2026-09-01
NIGCMC-FCA599A006B7,,,,,,no date in the filename; the upload path says 2025-02 but an UPLOAD MONTH IS NOT A DOCUMENT DATE and is not promoted,2025-02-21,"the website's posting date, not the action date",TRBF-RINCON-00,Rincon,CE-00199-7T,Rincon Band of Luiseno Mission Indians of the Rincon Reservation,resolver:containment,code/585_factcheck_nigc_keys.py,UNCHANGED,entity,"resolved to one Native entity by the project resolver (resolver:containment), re-derived and checked against data/spine/cedar_identity_register.csv",,"NIGC is the federal regulator created by the Indian Gaming Regulatory Act, 25 U.S.C. 2701 et seq.; every document it publishes concerns Indian gaming by statute.",Rincon Band of Luiseno Mission Indians of the Rincon Reservation,approved-management-contracts,https://www.nigc.gov/download/rincon-band-of-luiseno-mission-indians-of-the-rincon-reservation/,https://www.nigc.gov/wp-content/uploads/2025/02/rinconhcal.pdf,data/raw/external/nigc_documents/pdf/approved-management-contracts__rincon-band-of-luiseno-mission-indians-of-the-rincon-reservation.pdf,4394571,8f739eeecdd296e96e9a67d0e2f9c629,200,Y,National Indian Gaming Commission (NIGC),www.nigc.gov,"one row per published document on NIGC's `approved-management-contracts` index; a management contract approved by the NIGC Chair under 25 U.S.C. 2711. No field is inferred: every value is read from the index listing or from the document filename, and the basis columns say which.",2026-09-01,code/344_pull_nigc_document_surface.py,code/586_promote_nigc_gaming.py,2026-09-01
NIGCMC-A6AEEA585919,,,,,,no date in the filename; the upload path says 2025-02 but an UPLOAD MONTH IS NOT A DOCUMENT DATE and is not promoted,2025-02-21,"the website's posting date, not the action date",TRBF-TWNPLM-00,Twenty-Nine Palms,CE-001BR-BH,Twenty Nine Palms Band of Mission Indians,resolver:containment,code/585_factcheck_nigc_keys.py,UNCHANGED,entity,"resolved to one Native entity by the project resolver (resolver:containment), re-derived and checked against data/spine/cedar_identity_register.csv",,"NIGC is the federal regulator created by the Indian Gaming Regulatory Act, 25 U.S.C. 2701 et seq.; every document it publishes concerns Indian gaming by statute.",Twenty Nine Palms Band of Mission Indians,approved-management-contracts,https://www.nigc.gov/download/twenty-nine-palms-band-of-mission-indians-4/,https://www.nigc.gov/wp-content/uploads/2025/02/29palmthcr.pdf,data/raw/external/nigc_documents/pdf/approved-management-contracts__twenty-nine-palms-band-of-mission-indians-4.pdf,3255027,5d6c4cd71aa9dda635263dfe6ad5c19a,200,Y,National Indian Gaming Commission (NIGC),www.nigc.gov,"one row per published document on NIGC's `approved-management-contracts` index; a management contract approved by the NIGC Chair under 25 U.S.C. 2711. No field is inferred: every value is read from the index listing or from the document filename, and the basis columns say which.",2026-09-01,code/344_pull_nigc_document_surface.py,code/586_promote_nigc_gaming.py,2026-09-01
NIGCMC-4C858479CED0,,,,,,no date in the filename; the upload path says 2025-02 but an UPLOAD MONTH IS NOT A DOCUMENT DATE and is not promoted,2025-02-21,"the website's posting date, not the action date",TRBF-AGSTNE-00,Augustine,CE-0011X-QE,Augustine Band of Cahuilla Mission Indians,resolver:containment,code/585_factcheck_nigc_keys.py,UNCHANGED,entity,"resolved to one Native entity by the project resolver (resolver:containment), re-derived and checked against data/spine/cedar_identity_register.csv",,"NIGC is the federal regulator created by the Indian Gaming Regulatory Act, 25 U.S.C. 2701 et seq.; every document it publishes concerns Indian gaming by statute.",Augustine Band of Cahuilla Mission Indians,approved-management-contracts,https://www.nigc.gov/download/augustine-band-of-cahuilla-mission-indians-2/,https://www.nigc.gov/wp-content/uploads/2025/02/augustineparagon.pdf,data/raw/external/nigc_documents/pdf/approved-management-contracts__augustine-band-of-cahuilla-mission-indians-2.pdf,3483998,2f33cb253ebe3e6c7cf20caf5c30e4de,200,Y,National Indian Gaming Commission (NIGC),www.nigc.gov,"one row per published document on NIGC's `approved-management-contracts` index; a management contract approved by the NIGC Chair under 25 U.S.C. 2711. No field is inferred: every value is read from the index listing or from the document filename, and the basis columns say which.",2026-09-01,code/344_pull_nigc_document_surface.py,code/586_promote_nigc_gaming.py,2026-09-01
