report_id,audit_year,auditee_name,auditee_state,is_public,entity_id,entity_name,entity_tier,federal_agency_prefix,federal_award_extension,federal_program_name,amount_expended,is_major,is_loan,loan_balance,findings_count,source_authority,source_url,retrieved_at,verbatim_quote,measurement_type,measurement_type_note,confidence_tier,built_date,cedar_uid,award_reference
2021-12-CENSUS-0000192311,2021,THE KLAMATH TRIBES,OR,0,CE-0015W-5N,Klamath,A,21,019,KLA-MO-CASINO SUPPORT,223322,Y,N,,2,"Federal Audit Clearinghouse (GSA), dissemination API, federal_awards",https://api.fac.gov/federal_awards?report_id=eq.2021-12-CENSUS-0000192311,2026-08-12,KLA-MO-CASINO SUPPORT | amount_expended=223322,FEDERAL_AWARD_EXPENDITURE,A federal award expenditure is NOT gaming revenue and is not any of the gaming measurement types. It is recorded because it is the only line of a WITHHELD tribal reporting package that the FAC still disseminates.,A,2026-08-12,CE-0015W-5N,AWARD-0068
