revenue_id,state,period_start,period_end,period_type,digital_gaming_id,tribe_canonical_name,facility_id,cedar_place_id_absent_reason,cedar_place_id,licensee_name_as_published,brand,product_type,revenue_scope,metric,value_usd,is_tribe_attributable,attribution_basis,is_online_only,source_agency,source_document,source_url,source_quote,fetched_date,confidence_tier,note,built_date,entity_id,entity_level,entity_tier,entity_tier_basis,entity_link_rung,entity_link_date,cedar_uid
DGREV-MI-000055,MI,2026-01-01,2026-01-31,month,,"Bay Mills Indian Community, Michigan",,no facility_id on this row,,Bay Mills Indian Community,DraftKings,ONLINE_CASINO,ONLINE_CASINO_ONLY,GROSS_GAMING_REVENUE,45479177.75,yes,MGCB names the tribal operator in its own column header,yes,Michigan Gaming Control Board,mgcb_internet_gaming_2026.xlsx,https://www.michigan.gov/mgcb/-/media/Project/Websites/mgcb/Detroit-Casino-Revenue-Files/Internet-Gaming---2026.xlsx?rev=ce2ca758c0814feda44a368f4ef853d1,"MGCB ""2026 Internet Gaming Revenue and Tax/Payments"" / ""Internet Gaming 2026"": Operator ""Bay Mills Indian Community"" | Casino Name ""Bay Mills Resort & Casino/ Kings Club Casino"" | Platform Provider ""DraftKings"" | Month ""January"" | column ""Gross Receipts""",2026-08-07,B,online only; never to be added to a physical casino GGR figure,2026-08-07,CE-0012N-CP,tribe,B,mirrored from this row's own confidence_tier,row_tribe_id_mirror,2026-08-26,CE-0012N-CP
DGREV-MI-000059,MI,2026-05-01,2026-05-31,month,,"Bay Mills Indian Community, Michigan",,no facility_id on this row,,Bay Mills Indian Community,DraftKings,ONLINE_CASINO,ONLINE_CASINO_ONLY,GROSS_GAMING_REVENUE,39868954.20,yes,MGCB names the tribal operator in its own column header,yes,Michigan Gaming Control Board,mgcb_internet_gaming_2026.xlsx,https://www.michigan.gov/mgcb/-/media/Project/Websites/mgcb/Detroit-Casino-Revenue-Files/Internet-Gaming---2026.xlsx?rev=ce2ca758c0814feda44a368f4ef853d1,"MGCB ""2026 Internet Gaming Revenue and Tax/Payments"" / ""Internet Gaming 2026"": Operator ""Bay Mills Indian Community"" | Casino Name ""Bay Mills Resort & Casino/ Kings Club Casino"" | Platform Provider ""DraftKings"" | Month ""May"" | column ""Gross Receipts""",2026-08-07,B,online only; never to be added to a physical casino GGR figure,2026-08-07,CE-0012N-CP,tribe,B,mirrored from this row's own confidence_tier,row_tribe_id_mirror,2026-08-26,CE-0012N-CP
DGREV-MI-000063,MI,2026-03-01,2026-03-31,month,,"Bay Mills Indian Community, Michigan",,no facility_id on this row,,Bay Mills Indian Community,DraftKings,ONLINE_CASINO,ONLINE_CASINO_ONLY,ADJUSTED_GROSS_REVENUE,38497491.81,yes,MGCB names the tribal operator in its own column header,yes,Michigan Gaming Control Board,mgcb_internet_gaming_2026.xlsx,https://www.michigan.gov/mgcb/-/media/Project/Websites/mgcb/Detroit-Casino-Revenue-Files/Internet-Gaming---2026.xlsx?rev=ce2ca758c0814feda44a368f4ef853d1,"MGCB ""2026 Internet Gaming Revenue and Tax/Payments"" / ""Internet Gaming 2026"": Operator ""Bay Mills Indian Community"" | Casino Name ""Bay Mills Resort & Casino/ Kings Club Casino"" | Platform Provider ""DraftKings"" | Month ""March"" | column ""Adjusted Gross Receipts""",2026-08-07,B,online only; never to be added to a physical casino GGR figure,2026-08-07,CE-0012N-CP,tribe,B,mirrored from this row's own confidence_tier,row_tribe_id_mirror,2026-08-26,CE-0012N-CP
DGREV-MI-000067,MI,2026-01-01,2026-01-31,month,,"Bay Mills Indian Community, Michigan",,no facility_id on this row,,Bay Mills Indian Community,DraftKings,ONLINE_CASINO,ONLINE_CASINO_ONLY,TAX_OR_PAYMENT,9235842.38,yes,MGCB names the tribal operator in its own column header,yes,Michigan Gaming Control Board,mgcb_internet_gaming_2026.xlsx,https://www.michigan.gov/mgcb/-/media/Project/Websites/mgcb/Detroit-Casino-Revenue-Files/Internet-Gaming---2026.xlsx?rev=ce2ca758c0814feda44a368f4ef853d1,"MGCB ""2026 Internet Gaming Revenue and Tax/Payments"" / ""Internet Gaming 2026"": Operator ""Bay Mills Indian Community"" | Casino Name ""Bay Mills Resort & Casino/ Kings Club Casino"" | Platform Provider ""DraftKings"" | Month ""January"" | column ""Internet Gaming State Payment""",2026-08-07,B,online only; never to be added to a physical casino GGR figure,2026-08-07,CE-0012N-CP,tribe,B,mirrored from this row's own confidence_tier,row_tribe_id_mirror,2026-08-26,CE-0012N-CP
DGREV-MI-000071,MI,2026-05-01,2026-05-31,month,,"Bay Mills Indian Community, Michigan",,no facility_id on this row,,Bay Mills Indian Community,DraftKings,ONLINE_CASINO,ONLINE_CASINO_ONLY,TAX_OR_PAYMENT,8573419.91,yes,MGCB names the tribal operator in its own column header,yes,Michigan Gaming Control Board,mgcb_internet_gaming_2026.xlsx,https://www.michigan.gov/mgcb/-/media/Project/Websites/mgcb/Detroit-Casino-Revenue-Files/Internet-Gaming---2026.xlsx?rev=ce2ca758c0814feda44a368f4ef853d1,"MGCB ""2026 Internet Gaming Revenue and Tax/Payments"" / ""Internet Gaming 2026"": Operator ""Bay Mills Indian Community"" | Casino Name ""Bay Mills Resort & Casino/ Kings Club Casino"" | Platform Provider ""DraftKings"" | Month ""May"" | column ""Internet Gaming State Payment""",2026-08-07,B,online only; never to be added to a physical casino GGR figure,2026-08-07,CE-0012N-CP,tribe,B,mirrored from this row's own confidence_tier,row_tribe_id_mirror,2026-08-26,CE-0012N-CP
DGREV-MI-000075,MI,2026-03-01,2026-03-31,month,,"Nottawaseppi Huron Band of the Potawatomi, Michigan",,no facility_id on this row,,Nottawaseppi Huron Band of Pottawatomi Indians (FireKeepers Casino),NeoGames,ONLINE_CASINO,ONLINE_CASINO_ONLY,GROSS_GAMING_REVENUE,3887288.12,yes,MGCB names the tribal operator in its own column header,yes,Michigan Gaming Control Board,mgcb_internet_gaming_2026.xlsx,https://www.michigan.gov/mgcb/-/media/Project/Websites/mgcb/Detroit-Casino-Revenue-Files/Internet-Gaming---2026.xlsx?rev=ce2ca758c0814feda44a368f4ef853d1,"MGCB ""2026 Internet Gaming Revenue and Tax/Payments"" / ""Internet Gaming 2026"": Operator ""Nottawaseppi Huron Band of Pottawatomi Indians (FireKeepers Casino)"" | Casino Name ""FireKeepers Casino"" | Platform Provider ""NeoGames"" | Month ""March"" | column ""Gross Receipts""",2026-08-07,B,online only; never to be added to a physical casino GGR figure,2026-08-07,CE-0017R-QH,tribe,B,mirrored from this row's own confidence_tier,row_tribe_id_mirror,2026-08-26,CE-0017R-QH
DGREV-MI-000079,MI,2026-01-01,2026-01-31,month,,"Nottawaseppi Huron Band of the Potawatomi, Michigan",,no facility_id on this row,,Nottawaseppi Huron Band of Pottawatomi Indians (FireKeepers Casino),NeoGames,ONLINE_CASINO,ONLINE_CASINO_ONLY,ADJUSTED_GROSS_REVENUE,2896755.63,yes,MGCB names the tribal operator in its own column header,yes,Michigan Gaming Control Board,mgcb_internet_gaming_2026.xlsx,https://www.michigan.gov/mgcb/-/media/Project/Websites/mgcb/Detroit-Casino-Revenue-Files/Internet-Gaming---2026.xlsx?rev=ce2ca758c0814feda44a368f4ef853d1,"MGCB ""2026 Internet Gaming Revenue and Tax/Payments"" / ""Internet Gaming 2026"": Operator ""Nottawaseppi Huron Band of Pottawatomi Indians (FireKeepers Casino)"" | Casino Name ""FireKeepers Casino"" | Platform Provider ""NeoGames"" | Month ""January"" | column ""Adjusted Gross Receipts""",2026-08-07,B,online only; never to be added to a physical casino GGR figure,2026-08-07,CE-0017R-QH,tribe,B,mirrored from this row's own confidence_tier,row_tribe_id_mirror,2026-08-26,CE-0017R-QH
DGREV-MI-000083,MI,2026-05-01,2026-05-31,month,,"Nottawaseppi Huron Band of the Potawatomi, Michigan",,no facility_id on this row,,Nottawaseppi Huron Band of Pottawatomi Indians (FireKeepers Casino),NeoGames,ONLINE_CASINO,ONLINE_CASINO_ONLY,ADJUSTED_GROSS_REVENUE,3786609.99,yes,MGCB names the tribal operator in its own column header,yes,Michigan Gaming Control Board,mgcb_internet_gaming_2026.xlsx,https://www.michigan.gov/mgcb/-/media/Project/Websites/mgcb/Detroit-Casino-Revenue-Files/Internet-Gaming---2026.xlsx?rev=ce2ca758c0814feda44a368f4ef853d1,"MGCB ""2026 Internet Gaming Revenue and Tax/Payments"" / ""Internet Gaming 2026"": Operator ""Nottawaseppi Huron Band of Pottawatomi Indians (FireKeepers Casino)"" | Casino Name ""FireKeepers Casino"" | Platform Provider ""NeoGames"" | Month ""May"" | column ""Adjusted Gross Receipts""",2026-08-07,B,online only; never to be added to a physical casino GGR figure,2026-08-07,CE-0017R-QH,tribe,B,mirrored from this row's own confidence_tier,row_tribe_id_mirror,2026-08-26,CE-0017R-QH
DGREV-MI-000087,MI,2026-03-01,2026-03-31,month,,"Nottawaseppi Huron Band of the Potawatomi, Michigan",,no facility_id on this row,,Nottawaseppi Huron Band of Pottawatomi Indians (FireKeepers Casino),NeoGames,ONLINE_CASINO,ONLINE_CASINO_ONLY,TAX_OR_PAYMENT,687748.52,yes,MGCB names the tribal operator in its own column header,yes,Michigan Gaming Control Board,mgcb_internet_gaming_2026.xlsx,https://www.michigan.gov/mgcb/-/media/Project/Websites/mgcb/Detroit-Casino-Revenue-Files/Internet-Gaming---2026.xlsx?rev=ce2ca758c0814feda44a368f4ef853d1,"MGCB ""2026 Internet Gaming Revenue and Tax/Payments"" / ""Internet Gaming 2026"": Operator ""Nottawaseppi Huron Band of Pottawatomi Indians (FireKeepers Casino)"" | Casino Name ""FireKeepers Casino"" | Platform Provider ""NeoGames"" | Month ""March"" | column ""Internet Gaming State Tax""",2026-08-07,B,online only; never to be added to a physical casino GGR figure,2026-08-07,CE-0017R-QH,tribe,B,mirrored from this row's own confidence_tier,row_tribe_id_mirror,2026-08-26,CE-0017R-QH
DGREV-MI-000091,MI,2026-01-01,2026-01-31,month,,"Grand Traverse Band of Ottawa and Chippewa Indians, Michigan",,no facility_id on this row,,Grand Traverse Band of Ottawa and Chippewa Indians,Caesars/WSOP,ONLINE_CASINO,ONLINE_CASINO_ONLY,GROSS_GAMING_REVENUE,17253988.03,yes,MGCB names the tribal operator in its own column header,yes,Michigan Gaming Control Board,mgcb_internet_gaming_2026.xlsx,https://www.michigan.gov/mgcb/-/media/Project/Websites/mgcb/Detroit-Casino-Revenue-Files/Internet-Gaming---2026.xlsx?rev=ce2ca758c0814feda44a368f4ef853d1,"MGCB ""2026 Internet Gaming Revenue and Tax/Payments"" / ""Internet Gaming 2026"": Operator ""Grand Traverse Band of Ottawa and Chippewa Indians"" | Casino Name ""Leelenau Sands Casino/ Turtle Creek Casino"" | Platform Provider ""Caesars/WSOP"" | Month ""January"" | column ""Gross Receipts""",2026-08-07,B,online only; never to be added to a physical casino GGR figure,2026-08-07,CE-0014T-MK,tribe,B,mirrored from this row's own confidence_tier,row_tribe_id_mirror,2026-08-26,CE-0014T-MK
