system_a,administrative_region_id_a,region_name_a,system_b,administrative_region_id_b,region_name_b,n_shared_tribes,relationship,warning,built_date
BIA_REGION,CEDAR-ADMREG-100012,Western Region,IHS_AREA,CEDAR-ADMREG-200010,Phoenix Area,37,DERIVED_CO_OCCURRENCE,Derived from tribes both systems happen to share. NOT an official equivalency; the two agencies never mapped these boundaries onto each other.,2026-08-06
BIA_REGION,CEDAR-ADMREG-100007,Northwest Region,IHS_AREA,CEDAR-ADMREG-200001,Alaska Area,1,DERIVED_CO_OCCURRENCE,Derived from tribes both systems happen to share. NOT an official equivalency; the two agencies never mapped these boundaries onto each other.,2026-08-06
BIA_REGION,CEDAR-ADMREG-100001,Alaska Region,HUD_ONAP_AREA,CEDAR-ADMREG-400001,Alaska ONAP,209,DERIVED_CO_OCCURRENCE,Derived from tribes both systems happen to share. NOT an official equivalency; the two agencies never mapped these boundaries onto each other.,2026-08-06
BIA_REGION,CEDAR-ADMREG-100007,Northwest Region,HUD_ONAP_AREA,CEDAR-ADMREG-400005,Northwest ONAP,41,DERIVED_CO_OCCURRENCE,Derived from tribes both systems happen to share. NOT an official equivalency; the two agencies never mapped these boundaries onto each other.,2026-08-06
BIA_REGION,CEDAR-ADMREG-100005,Midwest Region,HUD_ONAP_AREA,CEDAR-ADMREG-400002,Eastern Woodlands ONAP,34,DERIVED_CO_OCCURRENCE,Derived from tribes both systems happen to share. NOT an official equivalency; the two agencies never mapped these boundaries onto each other.,2026-08-06
BIA_REGION,CEDAR-ADMREG-100010,Southern Plains Region,HUD_ONAP_AREA,CEDAR-ADMREG-400006,Southern Plains ONAP,22,DERIVED_CO_OCCURRENCE,Derived from tribes both systems happen to share. NOT an official equivalency; the two agencies never mapped these boundaries onto each other.,2026-08-06
BIA_REGION,CEDAR-ADMREG-100003,Eastern Oklahoma Region,HUD_ONAP_AREA,CEDAR-ADMREG-400006,Southern Plains ONAP,17,DERIVED_CO_OCCURRENCE,Derived from tribes both systems happen to share. NOT an official equivalency; the two agencies never mapped these boundaries onto each other.,2026-08-06
BIA_REGION,CEDAR-ADMREG-100009,Rocky Mountain Region,HUD_ONAP_AREA,CEDAR-ADMREG-400004,Northern Plains ONAP,8,DERIVED_CO_OCCURRENCE,Derived from tribes both systems happen to share. NOT an official equivalency; the two agencies never mapped these boundaries onto each other.,2026-08-06
BIA_REGION,CEDAR-ADMREG-100012,Western Region,HUD_ONAP_AREA,CEDAR-ADMREG-400004,Northern Plains ONAP,4,DERIVED_CO_OCCURRENCE,Derived from tribes both systems happen to share. NOT an official equivalency; the two agencies never mapped these boundaries onto each other.,2026-08-06
BIA_REGION,CEDAR-ADMREG-100008,Pacific Region,HUD_ONAP_AREA,CEDAR-ADMREG-400002,Eastern Woodlands ONAP,1,DERIVED_CO_OCCURRENCE,Derived from tribes both systems happen to share. NOT an official equivalency; the two agencies never mapped these boundaries onto each other.,2026-08-06
