administrative_region_id,region_system_code,region_code,canonical_name,official_name,parent_administrative_region_id,headquarters_city,headquarters_state,effective_start_date,effective_end_date,active_status,source_url,verification_status,built_date,region_system_version,notes
CEDAR-ADMREG-100001,BIA_REGION,ALASKA,Alaska Region,Bureau of Indian Affairs Alaska Regional Office,,Anchorage,AK,,,active,https://www.bia.gov/regional-offices/alaska,OFFICIAL_PUBLISHED,2026-08-06,bia.gov-directory-2026,
CEDAR-ADMREG-100005,BIA_REGION,MIDWEST,Midwest Region,Bureau of Indian Affairs Midwest Regional Office,,Bloomington,MN,,,active,https://www.bia.gov/regional-offices/midwest,OFFICIAL_PUBLISHED,2026-08-06,bia.gov-directory-2026,
CEDAR-ADMREG-100009,BIA_REGION,ROCKY_MOUNTAIN,Rocky Mountain Region,Bureau of Indian Affairs Rocky Mountain Regional Office,,Billings,MT,,,active,https://www.bia.gov/regional-offices/rocky-mountain,OFFICIAL_PUBLISHED,2026-08-06,bia.gov-directory-2026,
CEDAR-ADMREG-110001,BIA_AGENCY,ALASKA::FAIRBANKS_AGENCY,Fairbanks Agency,Fairbanks Agency,CEDAR-ADMREG-100001,,,,,active,https://www.bia.gov/regional-offices/alaska/fairbanks-agency,OFFICIAL_PUBLISHED,2026-08-06,bia.gov-directory-2026,office_type=agency; named by BIA via agency_page_link
CEDAR-ADMREG-110005,BIA_AGENCY,EASTERN::NEW_YORK_FIELD_OFFICE,New York Field Office,New York Field Office,CEDAR-ADMREG-100002,,,,,active,https://www.bia.gov/regional-offices,OFFICIAL_PROSE_ONLY,2026-08-06,bia.gov-directory-2026,office_type=field_office; named by BIA via agency_page_prose_only
CEDAR-ADMREG-110009,BIA_AGENCY,EASTERN_OKLAHOMA::OKMULGEE_AGENCY,Okmulgee Agency,Okmulgee Agency,CEDAR-ADMREG-100003,,,,,active,https://www.bia.gov/regional-offices/eastern-oklahoma/okmulgee-agency-now-located-within-eastern-oklahoma-regional-office,OFFICIAL_PUBLISHED,2026-08-06,bia.gov-directory-2026,office_type=agency; named by BIA via agency_page_link
CEDAR-ADMREG-110013,BIA_AGENCY,GREAT_PLAINS::CHEYENNE_RIVER_AGENCY,Cheyenne River Agency,Cheyenne River Agency,CEDAR-ADMREG-100004,,,,,active,https://www.bia.gov/regional-offices/great-plains/south-dakota/cheyenne-river-agency,OFFICIAL_PUBLISHED,2026-08-06,bia.gov-directory-2026,office_type=agency; named by BIA via agency_page_link
CEDAR-ADMREG-110017,BIA_AGENCY,GREAT_PLAINS::FORT_TOTTEN_AGENCY,Fort Totten Agency,Fort Totten Agency,CEDAR-ADMREG-100004,,,,,active,https://www.bia.gov/regional-offices/great-plains/north-dakota/fort-totten,OFFICIAL_PUBLISHED,2026-08-06,bia.gov-directory-2026,office_type=agency; named by BIA via agency_page_link
CEDAR-ADMREG-110021,BIA_AGENCY,GREAT_PLAINS::SISSETON_AGENCY,Sisseton Agency,Sisseton Agency,CEDAR-ADMREG-100004,,,,,active,https://www.bia.gov/regional-offices/great-plains/south-dakota/sisseton-agency,OFFICIAL_PUBLISHED,2026-08-06,bia.gov-directory-2026,office_type=agency; named by BIA via agency_page_link
CEDAR-ADMREG-110025,BIA_AGENCY,GREAT_PLAINS::YANKTON_AGENCY,Yankton Agency,Yankton Agency,CEDAR-ADMREG-100004,,,,,active,https://www.bia.gov/regional-offices/great-plains/south-dakota/yankton-agency,OFFICIAL_PUBLISHED,2026-08-06,bia.gov-directory-2026,office_type=agency; named by BIA via agency_page_link
