collection,table,shippable,rows_in,rows_published,rows_withheld,withheld_why,rows_attribution_masked,attribution_masked_why,columns_published,columns_dropped_proprietary,sample_rows,split,files,largest_file_mb,note
natural-resources,resource_parties.csv,1,1998,1998,0,,0,,16,,10,,0,0.0,
natural-resources,resource_revenue.csv,1,11305,11305,0,,0,,45,record_scope,10,,0,0.0,
natural-resources,tribal_bond_issuances.csv,1,29,29,0,,0,,19,date_basis,10,,0,0.0,
natural-resources,tribal_tax_bases.csv,1,1712,1712,0,,0,,22,tribe_id,10,,0,0.0,
nest,nest_enterprise_relations.csv,1,8690,8690,0,,0,,23,built_by_script,10,,0,0.0,
nest,nest_enterprises.csv,1,5820,5820,0,,0,,65,record_scope; built_by_script,10,,0,0.0,
nest,nest_entity_dual_role.csv,1,358,358,0,,0,,23,source_file; record_scope; built_by,10,,0,0.0,
newsletters,tribal_newsletter_corpus.csv,1,1889,1889,0,,0,,28,tribe_id,10,,0,0.0,
newsletters,tribal_newsletter_coverage.csv,1,1555,1555,0,,0,,15,tribe_id,10,,0,0.0,
nonprofits,fac_native_nontribal_sefa_programs.csv,1,7252,7252,0,,0,,25,built_by,10,,0,0.0,
nonprofits,fac_native_nontribal_single_audits.csv,1,545,545,0,,0,,40,built_by,10,,0,0.0,
nonprofits,fac_tribal_single_audits.csv,1,6780,6780,0,,0,,36,,10,,0,0.0,
nonprofits,grantmaker_funding_coverage.csv,0,27,27,0,,0,,14,built_by_script,10,,0,0.0,
nonprofits,grantmaker_funding_flows.csv,1,18656,18656,0,,0,,59,built_by_script,10,,0,0.0,
nonprofits,grantmaker_funding_overlap.csv,1,69,69,0,,0,,19,built_by_script,10,,0,0.0,
nonprofits,np_ein_entity_hub.csv,1,2303,2303,0,,0,,17,built_by_script,10,,0,0.0,
nonprofits,np_ein_uei_bridge.csv,0,28,28,0,,0,,15,tribe_id_token_match; source_file,10,,0,0.0,
nonprofits,np_financials.csv,1,8507,8507,0,,0,,77,,10,,0,0.0,
nonprofits,np_grantee_financials.csv,1,4058,4058,0,,0,,19,,10,,0,0.0,
nonprofits,np_org_scale.csv,1,1157,1157,0,,0,,30,,10,,0,0.0,
nonprofits,np_orgs.csv,1,12764,12689,75,disposition=CONFLICT_EXCLUDED_AND_RULED_NATIVE=2; disposition=NATIVE_PROPOSED_AWAITING_OWNER_RULING=73,827,key_review_disposition=HELD_STATE_DISAGREES=458; key_review_disposition=REDIRECT_PROPOSED=12; key_review_disposition=REFUSED_GENERIC_TOKEN_ONLY=61; key_review_disposition=REFUSED_PLACE_NAME_IS_THE_ADDRESS=296,67,tribe_id_token_match; tribe_id,10,,0,0.0,
nonprofits,np_schedule_i_filers.csv,1,10314,10314,0,,0,,39,,10,,0,0.0,
nonprofits,np_schedule_i_grants.csv,1,58685,58685,0,,0,,65,,10,,0,0.0,
subcontracting,prime_sub_network.csv,1,220,220,0,,0,,11,source_file,10,,0,0.0,
subcontracting,subaward_entity_rollup.csv,1,450,450,0,,0,,9,tribe_id,10,,0,0.0,
subcontracting,subaward_identifier_harvest.csv,0,304,304,0,,0,,14,duns; source_file,10,,0,0.0,
subcontracting,subaward_identifier_netnew.csv,0,210,210,0,,0,,19,duns; source_file,10,,0,0.0,
subcontracting,subawards.csv,1,89809,70597,19212,duplicate_status=exact_repeat_within_source=18366; duplicate_status=superseded_by_primary_source=846,0,,78,source_file; prime_native_tribe_id; sub_native_tribe_id,10,,0,0.0,
