tribe_id,canonical_name,entity_class,state,funding,federal-register,legislation,deals,nagpra,lobbying,contractors,subcontracting,native-owned-businesses,natural-resources,nonprofits,gaming,collections_present,total_rows
AKNF-NVRUBY-00-DOYONL-TNNACH,Ruby,Federally recognized Alaska Native Village,AK,69,14,0,0,0,0,221,0,0,0,9,0,4,313
TRBF-QUARTZ-00,Quartz Valley,Federally recognized tribe,CA,251,1,0,3,18,5,10,0,0,0,9,10,8,307
AKNF-EVNSVL-00-DOYONL-TNNACH,Evansville,Federally recognized Alaska Native Village,AK,26,17,0,0,0,0,258,0,0,0,0,0,3,301
ANVC-UNALAK-00,Unalakleet Native Corporation,Alaska Native Village Corporation,AK,0,2,0,0,1,1,297,0,0,0,0,0,4,301
SGVF-TNNACH-00,"Tanana Chiefs Conference, Incorporated",Federal-level self-governance consortium,AK,0,0,0,2,0,281,0,2,0,0,15,0,4,300
AKNF-NULATO-00-DOYONL-TNNACH,Nulato,Federally recognized Alaska Native Village,AK,146,3,0,0,6,0,131,0,0,0,11,0,5,297
AKNF-NNLCHK-00-CKINLT,Ninilchik,Federally recognized Alaska Native Village,AK,273,0,1,0,8,0,0,1,0,0,11,0,5,294
AKNF-AKIAKC-00-CALSTA-ASVCPR,Akiak,Federally recognized Alaska Native Village,AK,121,2,0,0,0,2,159,1,0,0,7,0,6,292
TRBF-TSCARA-00,Tuscarora,Federally recognized tribe,NY,4,27,2,0,204,27,0,0,0,0,25,0,6,289
AKNF-AKACHK-00-CALSTA-ASVCPR,Akiachak,Federally recognized Alaska Native Village,AK,269,1,0,0,0,2,0,1,0,0,6,0,5,279
TRBF-ELEMCL-00,Elem,Federally recognized tribe,CA,92,5,0,0,42,0,56,1,0,0,10,71,7,277
TRBF-CLVRDL-00,Cloverdale,Federally recognized tribe,CA,105,6,0,0,31,105,14,0,0,0,9,5,7,275
TRBS-JNCHLS-00,Jean Charles Choctaw Nation,State-recognized tribe,LA,0,0,0,0,0,0,269,1,0,0,2,0,3,272
AKNF-QWALGN-00-ALEUTC-PRBLFA,Qawalangin,Federally recognized Alaska Native Village,AK,186,6,0,3,47,5,8,1,0,0,16,0,8,272
AKNF-KTZBUE-00-NANARC-MANLLQ,Kotzebue,Federally recognized Alaska Native Village,AK,141,14,0,3,14,5,63,1,0,0,30,0,8,271
TRBF-RAMONA-00,Ramona,Federally recognized tribe,CA,116,12,0,3,60,0,55,0,0,0,6,19,7,271
TRBF-CHCKHT-00,"Chickahominy Indian Tribe, Inc.",Federally recognized tribe,VA,199,3,4,5,16,14,0,1,0,0,18,0,8,260
TRBF-PAMNKY-00,Pamunkey,Federally recognized tribe,VA,60,9,0,4,24,9,142,0,0,0,10,2,8,260
TRBF-UMTPNI-00,Upper Mattaponi,Federally recognized tribe,VA,142,4,4,3,18,66,14,0,0,0,7,0,8,258
AKNF-CRAIGT-00-SEALSK-TLNGHD,Craig,Federally recognized Alaska Native Village,AK,151,14,0,4,2,0,65,0,0,0,17,0,6,253
AKNF-NAKNEK-00-BRBYCO-BRBYAS,Naknek,Federally recognized Alaska Native Village,AK,59,1,0,0,7,1,180,0,0,0,4,0,6,252
ITO-RGHTSF-00,Native American Rights Fund,Intertribal Organization,,0,0,0,0,0,50,0,181,0,0,19,0,3,250
AKNF-HDABRG-00-SEALSK-TLNGHD,Hydaburg,Federally recognized Alaska Native Village,AK,129,3,0,4,11,0,88,1,0,0,9,0,7,245
AKNF-BEAVRV-00-DOYONL-CATHTG-TNNACH,Beaver,Federally recognized Alaska Native Village,AK,45,127,0,0,0,0,70,1,0,0,0,0,4,243
AKNF-SELAWK-00-NANARC-MANLLQ,Selawik,Federally recognized Alaska Native Village,AK,111,7,0,3,2,2,82,1,0,0,28,0,8,236
TCU-WHTRTH-00,White Earth Tribal and Community College,Tribal College or University,MN,217,0,0,0,0,6,0,0,0,0,13,0,3,236
TRBF-LCYTES-00,Los Coyotes,Federally recognized tribe,CA,109,18,0,0,57,42,0,0,0,0,6,1,6,233
TRBF-INAJAB-00,Inaja,Federally recognized tribe,CA,44,15,0,0,168,0,0,0,0,0,1,0,4,228
AKNF-CHLKAT-00-SEALSK-TLNGHD,Chilkat,Federally recognized Alaska Native Village,AK,149,1,0,0,7,11,34,1,0,0,24,0,7,227
TRBF-LVLOCK-00,Lovelock,Federally recognized tribe,NV,158,3,0,0,53,2,0,0,0,0,10,0,5,226
TCU-RDLKNT-00,Red Lake Nation College,Tribal College or University,MN,202,0,0,2,0,8,0,0,0,0,12,0,4,224
TRBF-PSMQDY-00,Passamaquoddy,Federally recognized tribe,ME,32,11,0,3,90,59,23,1,0,0,1,1,9,221
AKNF-NOMECM-00-BERSTR-KAWRAK,Nome,Federally recognized Alaska Native Village,AK,162,28,0,0,13,0,0,1,0,0,16,0,5,220
TCU-LCCRTR-00,Lac Courte Oreilles Ojibwe University,Tribal College or University,WI,212,0,0,0,0,4,0,0,0,0,4,0,3,220
TRBS-ECSIUT-00,"Eastern Cherokee, Southern Iroquois, and United Tribes of South Carolina",State-recognized tribe,SC,0,0,0,2,0,0,211,0,0,0,0,0,2,213
TRBF-SKLLVY-00,Skull Valley,Federally recognized tribe,UT,107,14,0,0,53,2,34,1,0,0,2,0,7,213
AKNF-AFGNAK-00-KONIAG,Afognak,Federally recognized Alaska Native Village,AK,71,6,0,0,41,91,0,1,0,0,0,0,5,210
AKNF-EKLTNA-00-CKINLT,Eklutna,Federally recognized Alaska Native Village,AK,177,2,0,0,1,0,27,1,0,0,0,1,6,209
TRBF-PLKLYK-00,Resighini,Federally recognized tribe,CA,140,2,0,3,19,7,9,1,0,0,24,2,9,207
TRBF-CLDSPR-00,Cold Springs,Federally recognized tribe,CA,85,14,0,0,58,2,4,1,0,0,6,33,8,203
AKNF-CRYUNG-00-BRBYCO-BRBYAS,Curyung,Federally recognized Alaska Native Village,AK,33,0,0,0,2,2,158,0,0,0,7,0,5,202
AKNF-LOUDEN-00-DOYONL-TNNACH,Louden Tribe,Federally recognized Alaska Native Village,AK,184,0,0,2,0,0,10,1,0,0,3,0,5,200
AKNF-PRTLNS-00-KONIAG,Port Lions,Federally recognized Alaska Native Village,AK,95,7,0,3,47,0,42,1,0,0,5,0,7,200
AKNF-DOUGLS-00-SEALSK,Douglas,Federally recognized Alaska Native Village,AK,62,71,0,0,7,0,41,1,0,0,17,0,6,199
AKNF-HAMLTN-00-CALSTA-ASVCPR,Hamilton,Federally recognized Alaska Native Village,AK,20,83,0,0,0,0,91,0,0,0,2,0,4,196
TRBF-BRGPRT-00,Bridgeport,Federally recognized tribe,CA,81,28,5,5,60,5,0,0,0,0,10,1,8,195
AKNF-CLKOOT-00-SEALSK-TLNGHD,Chilkoot,Federally recognized Alaska Native Village,AK,168,5,0,3,5,1,0,0,0,0,13,0,6,195
AKNF-KNGSAL-00-BRBYCO-BRBYAS,King Salmon,Federally recognized Alaska Native Village,AK,37,5,1,0,5,0,147,0,0,0,0,0,5,195
TRBS-PTAUCH-00,Pointe-au-Chien Indian Tribe,State-recognized tribe,LA,3,1,0,0,0,2,180,0,0,0,4,0,5,190
AKNF-PTRSBG-00-SEALSK-TLNGHD,Petersburg,Federally recognized Alaska Native Village,AK,86,78,0,0,10,0,0,1,0,0,14,0,5,189
AKNF-STEVNS-00-DOYONL-CATHTG-TNNACH,Stevens Village,Federally recognized Alaska Native Village,AK,53,5,0,0,0,1,128,1,0,0,0,0,5,188
AKNF-KASAAN-00-SEALSK-TLNGHD,Kasaan,Federally recognized Alaska Native Village,AK,69,1,0,3,6,1,79,1,0,0,27,0,8,187
TRBF-YOMBAT-00,Yomba Shoshone,Federally recognized tribe,NV,87,5,0,0,73,3,14,0,0,0,5,0,6,187
NHO-FFCHWN-00,Office of Hawaiian Affairs,Native Hawaiian Organization,HI,0,0,0,0,186,0,0,0,0,0,0,0,1,186
TRBF-MNACAN-00,Monacan Indian Nation,Federally recognized tribe,VA,134,5,4,0,31,1,4,1,0,0,5,0,8,185
AKNF-VILMNA-00-BRBYCO-BRBYAS,Iliamna,Federally recognized Alaska Native Village,AK,75,3,0,0,0,3,92,1,0,0,8,0,6,182
AKNF-WRNGLL-00-SEALSK-TLNGHD,Wrangell,Federally recognized Alaska Native Village,AK,138,15,0,0,15,1,0,1,0,0,9,0,6,179
AKNF-KWTHLK-00-CALSTA-ASVCPR,Kwethluk,Federally recognized Alaska Native Village,AK,122,2,0,0,0,1,47,1,0,0,5,0,6,178
TRBF-LNPINE-00,Lone Pine,Federally recognized tribe,CA,81,4,0,3,25,16,40,0,0,0,9,0,7,178
TRBF-KLTSLD-00,Kletsel Dehe Wintun,Federally recognized tribe,CA,110,1,0,0,53,1,0,0,0,0,9,3,6,177
AKNF-UNLKLT-00-BERSTR-KAWRAK,Unalakleet,Federally recognized Alaska Native Village,AK,157,5,0,0,12,0,0,2,0,0,0,0,4,176
AKNF-HCROSS-00-DOYONL-TNNACH,Holy Cross,Federally recognized Alaska Native Village,AK,50,4,0,0,1,0,107,1,0,0,7,0,6,170
TRBF-ELYTNV-00,Ely Shoshone,Federally recognized tribe,NV,49,6,0,3,89,5,0,0,0,0,10,1,7,163
AKNF-KLAWCK-00-SEALSK-TLNGHD,Klawock,Federally recognized Alaska Native Village,AK,85,2,0,0,11,1,41,0,0,0,12,11,7,163
AKNF-QUNHGK-00-CALSTA-ASVCPR,Kwinhagak,Federally recognized Alaska Native Village,AK,145,2,0,0,0,0,9,1,0,0,5,0,5,162
TRBF-GUIDIV-00,Guidiville,Federally recognized tribe,CA,62,6,1,3,39,21,13,0,0,0,10,3,9,158
TRBF-WNNMCA-00,Winnemucca,Federally recognized tribe,NV,92,10,0,3,42,5,0,0,0,0,4,0,6,156
ANVC-KOOTZN-00,"Kootznoowoo, Inc.",Alaska Native Village Corporation,AK,3,0,0,2,4,0,141,1,0,0,4,0,6,155
TRBF-BIDWLL-00,Fort Bidwell,Federally recognized tribe,CA,100,3,0,0,38,0,4,0,0,0,7,0,5,152
AKNF-OZNKIE-00-KONIAG,Ouzinkie,Federally recognized Alaska Native Village,AK,95,7,0,0,43,0,0,1,0,0,0,0,4,146
TRBF-REDWDV-00,Redwood Valley,Federally recognized tribe,CA,104,5,0,0,27,0,0,0,0,0,9,1,5,146
AKNF-CHTHBK-00-CALSTA-ASVCPR,Chuathbaluk,Federally recognized Alaska Native Village,AK,111,4,0,0,0,0,26,1,0,0,1,0,5,143
TRBF-UUGWTU-00,Benton,Federally recognized tribe,CA,49,35,0,0,50,2,0,0,0,0,4,0,5,140
TRBF-BGLAGN-00,Big Lagoon,Federally recognized tribe,CA,66,6,0,0,17,0,0,0,0,0,17,28,5,134
AKNF-IGIUGG-00-BRBYCO-BRBYAS,Igiugig,Federally recognized Alaska Native Village,AK,110,3,0,5,2,0,0,4,0,0,10,0,6,134
AKNF-KVALNA-00-NANARC-MANLLQ,Kivalina,Federally recognized Alaska Native Village,AK,102,4,0,0,6,0,0,0,0,0,21,0,4,133
AKNF-CLRKPT-00-BRBYCO-BRBYAS,Clark's Point,Federally recognized Alaska Native Village,AK,16,2,0,3,0,0,109,1,0,0,0,0,5,131
AKNF-TAZLNA-00-AHTNAI-CPPRRV,Tazlina,Federally recognized Alaska Native Village,AK,69,3,0,0,0,0,49,0,0,0,10,0,4,131
ANVC-SHAANS-00,"Shaan Seet, Inc.",Alaska Native Village Corporation,AK,32,0,0,0,0,0,96,0,0,0,3,0,3,131
AKNF-CHSHNA-00-AHTNAI,Cheesh-Na,Federally recognized Alaska Native Village,AK,78,0,0,3,0,31,8,1,0,0,9,0,6,130
TCU-SGNWCH-00,Saginaw Chippewa Tribal College,Tribal College or University,MI,127,0,0,0,0,0,0,0,0,0,2,0,2,129
TCU-NTDTRB-00,United Tribes Technical College,Tribal College or University,ND,70,0,0,0,0,18,16,0,0,0,25,0,4,129
NHO-HWNRGN-00,Native Hawaiian Organization Charity,Native Hawaiian Organization,HI,0,0,0,0,0,0,126,0,0,0,2,0,2,128
AKNF-ALAKKT-00-DOYONL-TNNACH,Allakaket,Federally recognized Alaska Native Village,AK,54,4,0,0,0,1,64,1,0,0,3,0,6,127
TRBF-RPHNCK-00,Rappahannock,Federally recognized tribe,VA,78,11,6,2,18,2,0,1,0,0,9,0,8,127
AKNF-DOTLAK-00-DOYONL-TNNACH,Dot Lake,Federally recognized Alaska Native Village,AK,115,1,0,2,0,0,0,1,0,0,6,0,5,125
AKNF-PDROBY-00-BRBYCO-BRBYAS,Pedro Bay,Federally recognized Alaska Native Village,AK,78,40,0,0,2,0,0,0,0,0,5,0,4,125
AKNF-KARLUK-00-KONIAG,Karluk,Federally recognized Alaska Native Village,AK,98,1,0,0,23,0,0,0,0,0,2,0,4,124
AKNF-HUGHES-00-DOYONL-TNNACH,Hughes,Federally recognized Alaska Native Village,AK,50,4,0,0,0,0,62,1,0,0,6,0,5,123
AKNF-PRTGRM-00-CHGCCO-CHGCMT,Port Graham,Federally recognized Alaska Native Village,AK,60,5,0,0,20,0,23,0,0,0,9,0,5,117
TCU-KWNWB1-00,Keweenaw Bay Ojibwa Community College,Tribal College or University,MI,93,0,0,0,1,4,0,0,0,0,17,2,5,117
ANVC-FARWES-00,"Far West, Inc.",Alaska Native Village Corporation,AK,4,1,0,0,0,0,109,0,0,0,0,0,3,114
AKNF-NNDLTN-00-BRBYCO-BRBYAS,Nondalton,Federally recognized Alaska Native Village,AK,99,2,0,0,3,2,0,1,0,0,6,0,6,113
AKNF-PRTHDN-00-BRBYCO-BRBYAS,Port Heiden,Federally recognized Alaska Native Village,AK,94,3,0,0,4,3,0,1,0,0,6,0,6,111
AKNF-GLKANA-00-AHTNAI-CPPRRV,Gulkana,Federally recognized Alaska Native Village,AK,96,0,0,0,0,2,0,1,0,0,11,0,4,110
AKNF-EMMNAK-00-CALSTA-ASVCPR,Emmonak,Federally recognized Alaska Native Village,AK,90,4,0,0,0,0,11,1,0,0,3,0,5,109
AKNF-HUSLIA-00-DOYONL-TNNACH,Huslia,Federally recognized Alaska Native Village,AK,80,7,0,3,0,1,4,1,0,0,12,0,7,108
ANVC-KLUKWA-00,"Klukwan, Inc.",Alaska Native Village Corporation,AK,0,0,0,0,0,0,108,0,0,0,0,0,1,108
TRBF-CEDARV-00,Cedarville,Federally recognized tribe,CA,64,6,0,0,31,0,0,0,0,0,6,0,4,107
AKNF-NHALEN-00-BRBYCO-BRBYAS,Newhalen,Federally recognized Alaska Native Village,AK,93,1,0,0,2,1,0,0,0,0,10,0,5,107
AKNF-VENTGV-00-DOYONL,Venetie IRA,Federally recognized Alaska Native Village,AK,96,0,0,0,0,0,9,0,0,0,2,0,3,107
AKNF-VANIAK-00-CALSTA-ASVCPR,Aniak,Federally recognized Alaska Native Village,AK,101,2,0,0,0,0,0,1,0,0,2,0,4,106
AKNF-GAMBLL-00-BERSTR-KAWRAK,Gambell,Federally recognized Alaska Native Village,AK,81,2,0,0,8,0,0,1,0,0,13,0,5,105
TRBF-KOINCA-00,Koi,Federally recognized tribe,CA,35,9,0,0,4,3,28,0,0,0,8,18,7,105
AKNF-NLSONL-00-ALEUTC-PRBLFA,Nelson Lagoon,Federally recognized Alaska Native Village,AK,26,4,0,0,6,0,67,1,0,0,0,0,5,104
ITO-CLMBRV-00,Columbia River Inter-Tribal Fish Commission,Intertribal Organization,,0,1,0,0,0,59,0,34,0,0,10,0,4,104
AKNF-NRTHWY-00-DOYONL-TNNACH,Northway,Federally recognized Alaska Native Village,AK,91,1,0,0,0,0,0,0,0,0,11,0,3,103
ITO-LSKHLT-00,Alaska Native Tribal Health Consortium,Intertribal Organization,,0,0,9,0,0,37,0,0,0,0,57,0,3,103
AKNF-TLUKSK-00-CALSTA-ASVCPR,Tuluksak,Federally recognized Alaska Native Village,AK,47,4,0,0,0,0,47,1,0,0,0,0,4,99
ANVC-TGHTTH-00,Toghotthele Corporation,Alaska Native Village Corporation,AK,0,2,0,0,0,2,94,0,0,0,0,0,3,98
NHO-NAKUPUNA-00,Nakupuna Foundation,Native Hawaiian Organization,HI,0,0,0,0,0,0,96,0,0,0,0,0,1,96
ITO-CNGRSS-00,National Congress of American Indians,Intertribal Organization,,0,1,0,0,0,85,0,0,0,0,9,0,3,95
AKNF-CHTINA-00-AHTNAI,Chitina,Federally recognized Alaska Native Village,AK,87,2,0,2,2,0,0,1,0,0,0,0,5,94
AKNF-MNTSTA-00-AHTNAI-CPPRRV,Mentasta,Federally recognized Alaska Native Village,AK,68,5,0,0,0,2,11,0,0,0,8,0,5,94
AKNF-NOATAK-00-NANARC-MANLLQ,Noatak,Federally recognized Alaska Native Village,AK,67,7,0,0,6,0,0,0,0,0,13,0,4,93
AKNF-NKYRMT-00-CALSTA-ASVCPR,Nunakauyarmiut,Federally recognized Alaska Native Village,AK,90,0,0,0,0,0,0,1,0,0,2,0,3,93
TRBS-EPQUOT-00,Eastern Pequot Tribal Nation,State-recognized tribe,CT,0,0,0,0,0,88,0,0,0,0,4,0,2,92
SGVF-KAWRAK-00,Kawerak Incorporated,Federal-level self-governance consortium,AK,52,0,0,7,0,14,0,0,0,0,18,0,4,91
AKNF-ATKANV-00-ALEUTC-PRBLFA,Atka,Federally recognized Alaska Native Village,AK,34,12,0,0,34,4,0,1,0,0,5,0,6,90
AKNF-GEORGT-00-CALSTA-ASVCPR,Georgetown,Federally recognized Alaska Native Village,AK,51,27,0,0,0,0,10,0,0,0,1,0,4,89
AKNF-CHLKSK-00-DOYONL-CATHTG-TNNACH,Chalkyitsik,Federally recognized Alaska Native Village,AK,71,2,0,0,0,0,12,0,0,0,3,0,4,88
AKNF-NEWTOK-00-CALSTA-ASVCPR,Newtok,Federally recognized Alaska Native Village,AK,72,4,0,0,0,0,0,1,0,0,11,0,4,88
AKNF-PLATNM-00-CALSTA-ASVCPR,Platinum,Federally recognized Alaska Native Village,AK,13,6,0,0,2,0,67,0,0,0,0,0,4,88
AKNF-KKTOVK-00-ARCSLO,Kaktovik,Federally recognized Alaska Native Village,AK,23,1,1,0,4,5,52,1,0,0,0,0,7,87
TRBS-NANTCK-00,Nanticoke Lenni-Lenape Tribal Nation,State-recognized tribe,NJ,34,0,0,0,0,36,13,1,0,0,2,0,5,86
AKNF-TNCRSS-00-DOYONL-TNNACH,Tanacross,Federally recognized Alaska Native Village,AK,63,2,0,0,0,0,21,0,0,0,0,0,3,86
AKNF-VKIANA-00-NANARC-MANLLQ,Kiana,Federally recognized Alaska Native Village,AK,53,4,0,0,7,0,0,1,0,0,20,0,5,85
AKNF-NPAIMT-00-CALSTA-ASVCPR,Napaimute,Federally recognized Alaska Native Village,AK,66,3,0,0,0,2,0,1,0,0,12,0,5,84
AKNF-KOKHNK-00-BRBYCO-BRBYAS,Kokhanok,Federally recognized Alaska Native Village,AK,72,1,0,0,2,0,0,1,0,0,7,0,5,83
TRBF-NNSMND-00,Nansemond Indian Tribe,Federally recognized tribe,VA,46,4,4,0,21,3,0,0,0,0,5,0,6,83
NHO-SLNDMP-00,Island Empire Community Development,Native Hawaiian Organization,HI,0,0,0,0,0,0,82,0,0,0,1,0,2,83
AKNF-BCKLND-00-NANARC-MANLLQ,Buckland,Federally recognized Alaska Native Village,AK,66,5,0,0,2,2,0,1,0,0,6,0,6,82
AKNF-CHFRNK-00-CALSTA-ASVCPR,Chefornak,Federally recognized Alaska Native Village,AK,73,3,0,0,0,2,0,1,0,0,2,0,5,81
AKNF-TETLIN-00-DOYONL-TNNACH,Tetlin,Federally recognized Alaska Native Village,AK,79,0,0,2,0,0,0,0,0,0,0,0,2,81
TRBS-HLWSAP-00,Haliwa-Saponi Indian Tribe,State-recognized tribe,NC,63,0,3,0,0,0,0,1,0,0,13,0,4,80
TRBS-NIPMCN-00,Nipmuc Nation,State-recognized tribe,MA,0,7,0,0,11,38,0,0,0,0,24,0,4,80
AKNF-ANVIKV-00-DOYONL-TNNACH,Anvik,Federally recognized Alaska Native Village,AK,71,5,0,0,2,0,0,1,0,0,0,0,4,79
AKNF-GNWSBY-00-CALSTA-ASVCPR,Goodnews Bay,Federally recognized Alaska Native Village,AK,63,7,0,0,5,0,0,1,0,0,3,0,5,79
TRBF-GRNDST-00,Grindstone,Federally recognized tribe,CA,26,1,0,0,41,0,8,0,0,0,2,1,6,79
TCU-NSTTTM-00,Institute of American Indian Arts,Tribal College or University,NM,26,0,0,0,0,21,0,0,0,0,32,0,3,79
AKNF-KNGGNK-00-CALSTA-ASVCPR,Kongiganak,Federally recognized Alaska Native Village,AK,71,1,0,0,0,1,0,1,0,0,2,0,5,76
AKNF-KWGLGK-00-CALSTA-ASVCPR,Kwigillingok,Federally recognized Alaska Native Village,AK,71,2,0,0,0,1,0,0,0,0,2,0,4,76
TRBS-COHRIE-00,Coharie Indian Tribe,State-recognized tribe,NC,63,0,0,0,0,0,8,0,0,0,4,0,3,75
AKNF-VMINTO-00-DOYONL-TNNACH,Minto,Federally recognized Alaska Native Village,AK,30,3,0,0,0,0,41,0,0,0,0,0,3,74
AKNF-TUNNAK-00-CALSTA-ASVCPR,Tununak,Federally recognized Alaska Native Village,AK,63,3,0,0,0,0,0,1,0,0,6,0,4,73
AKNF-NNPTCK-00-CALSTA-ASVCPR,Nunapitchuk,Federally recognized Alaska Native Village,AK,70,2,0,0,0,0,0,0,0,0,0,0,2,72
TCU-FRTPCK-00,Fort Peck Community College,Tribal College or University,MT,40,0,0,0,0,8,0,0,0,0,24,0,3,72
AKNF-KOTLIK-00-CALSTA-ASVCPR,Kotlik,Federally recognized Alaska Native Village,AK,59,3,0,0,0,0,0,1,0,0,7,0,4,70
TCU-NRTHW3-00,Northwest Indian College,Tribal College or University,WA,39,0,0,0,0,13,0,0,0,0,18,0,3,70
AKNF-KOYUKK-00-DOYONL-TNNACH,Koyukuk,Federally recognized Alaska Native Village,AK,65,3,0,0,0,0,0,0,0,0,0,0,2,68
ANVC-STMRYS-00,St. Mary's Native Corporation,Alaska Native Village Corporation,AK,0,1,0,0,0,0,67,0,0,0,0,0,2,68
AKNF-CGNKLG-00-BRBYCO-BRBYAS,Chignik Lagoon,Federally recognized Alaska Native Village,AK,48,3,0,0,7,0,7,0,0,0,2,0,5,67
AKNF-MEKRYK-00-CALSTA-ASVCPR,Mekoryuk,Federally recognized Alaska Native Village,AK,54,3,0,0,7,0,0,0,0,0,3,0,4,67
AKNF-GAKONA-00-AHTNAI-CPPRRV,Gakona,Federally recognized Alaska Native Village,AK,56,2,0,0,0,2,0,0,0,0,6,0,4,66
ITO-NRTHWS-00,Northwest Indian Fisheries Commission,Intertribal Organization,,0,0,0,0,0,8,0,46,0,0,12,0,3,66
ITO-NRTHW2-00,Northwest Portland Area Indian Health Board,Intertribal Organization,,0,0,0,0,0,13,0,40,0,0,12,0,3,65
TCU-STTNGB-00,Sitting Bull College,Tribal College or University,ND,21,0,0,0,0,12,0,0,0,0,32,0,3,65
AKNF-RAMPRT-00-DOYONL-CATHTG-TNNACH,Rampart,Federally recognized Alaska Native Village,AK,55,3,0,0,0,0,0,0,0,0,6,0,3,64
AKNF-SLMATF-00-CKINLT,Salamatof,Federally recognized Alaska Native Village,AK,52,0,0,3,5,0,0,0,0,0,3,0,4,63
TCU-LTTLBG-00,Little Big Horn College,Tribal College or University,MT,37,0,0,1,0,8,0,2,0,0,15,0,5,63
AKNF-DEERNG-00-NANARC-MANLLQ,Deering,Federally recognized Alaska Native Village,AK,40,5,0,0,2,0,0,0,0,0,15,0,4,62
AKNF-NGHTMT-00-CALSTA-ASVCPR,Nightmute,Federally recognized Alaska Native Village,AK,57,4,0,0,0,0,0,1,0,0,0,0,3,62
ANVC-CHGNKL-00,Chignik Lagoon Native Corporation,Alaska Native Village Corporation,AK,0,1,0,0,0,0,61,0,0,0,0,0,2,62
TCU-LCHLKT-00,Leech Lake Tribal College,Tribal College or University,MN,49,0,0,0,0,7,0,0,0,0,6,0,3,62
TCU-STNCHL-00,Stone Child College,Tribal College or University,MT,44,0,0,0,0,6,0,0,0,0,11,0,3,61
AKNF-HOOPBY-00-CALSTA-ASVCPR,Hooper Bay,Federally recognized Alaska Native Village,AK,37,4,0,0,4,4,9,1,0,0,1,0,7,60
AKNF-NAPSKK-00-CALSTA-ASVCPR,Napaskiak,Federally recognized Alaska Native Village,AK,51,4,0,0,0,0,0,1,0,0,4,0,4,60
ANVC-CULLYX-00,"Cully Corporation, Inc.",Alaska Native Village Corporation,AK,0,2,0,0,0,0,58,0,0,0,0,0,2,60
ANVC-NAPAKI-00,Napakiak Corporation,Alaska Native Village Corporation,AK,4,2,0,0,0,0,54,0,0,0,0,0,3,60
AKNF-HEALYL-00-DOYONL-TNNACH,Healy Lake,Federally recognized Alaska Native Village,AK,50,3,0,3,0,1,0,0,0,0,2,0,5,59
AKNF-KSIGLK-00-CALSTA-ASVCPR,Kasigluk,Federally recognized Alaska Native Village,AK,58,1,0,0,0,0,0,0,0,0,0,0,2,59
AKNF-SAVNGA-00-BERSTR-KAWRAK,Savoonga,Federally recognized Alaska Native Village,AK,45,1,0,0,12,0,0,1,0,0,0,0,4,59
ANVC-BECHAR-00,Becharof Corporation,Alaska Native Village Corporation,AK,0,1,0,0,0,1,57,0,0,0,0,0,3,59
AKNF-KIPNUK-00-CALSTA-ASVCPR,Kipnuk,Federally recognized Alaska Native Village,AK,46,4,0,0,0,2,0,1,0,0,5,0,5,58
AKNF-LIMEVL-00-CALSTA-ASVCPR,Lime,Federally recognized Alaska Native Village,AK,43,15,0,0,0,0,0,0,0,0,0,0,2,58
AKNF-MNOKTK-00-BRBYCO-BRBYAS,Manokotak,Federally recognized Alaska Native Village,AK,47,3,0,0,2,0,0,1,0,0,5,0,5,58
AKNF-ATMTLK-00-CALSTA-ASVCPR,Atmautluak,Federally recognized Alaska Native Village,AK,54,2,0,0,0,0,0,1,0,0,0,0,3,57
AKNF-PLFHBR-00-ALEUTC-PRBLFA,Pauloff Harbor,Federally recognized Alaska Native Village,AK,26,7,0,0,7,2,5,1,0,0,9,0,7,57
AKNF-PILTST-00-CALSTA-ASVCPR,Pilot Station,Federally recognized Alaska Native Village,AK,53,3,0,0,0,0,0,0,0,0,1,0,3,57
AKNF-VPAIMT-00-CALSTA-ASVCPR,Paimiut,Federally recognized Alaska Native Village,AK,46,3,0,0,0,0,0,0,0,0,7,0,3,56
ITO-HLTHBR-00,National Indian Health Board,Intertribal Organization,,0,6,0,0,0,45,0,0,0,0,5,0,3,56
CDFI-WNDRVR-00,Wind River Development Fund,Native Community Development Financial Institution,WY,36,0,0,0,0,0,18,0,0,0,2,0,3,56
AKNF-COUNCL-00-BERSTR-KAWRAK,Council,Federally recognized Alaska Native Village,AK,35,0,0,0,3,1,5,1,0,0,10,0,6,55
AKNF-STBBNS-00-BERSTR-KAWRAK,Stebbins,Federally recognized Alaska Native Village,AK,33,1,0,0,3,3,0,0,0,0,15,0,5,55
ANVC-KIJIKX-00,Kijik Corporation,Alaska Native Village Corporation,AK,6,1,0,0,0,0,48,0,0,0,0,0,3,55
TCU-SLSHKT-00,Salish Kootenai College,Tribal College or University,MT,25,0,0,0,0,9,0,0,0,0,21,0,3,55
AKNF-PRRYVL-00-BRBYCO-BRBYAS,Perryville,Federally recognized Alaska Native Village,AK,31,15,0,0,7,0,0,1,0,0,0,0,4,54
AKNF-SKAGWY-00-SEALSK,Skagway,Federally recognized Alaska Native Village,AK,39,4,0,3,1,0,0,0,0,0,7,0,5,54
AKNF-CHINIK-00-BERSTR-KAWRAK,Chinik,Federally recognized Alaska Native Village,AK,36,1,0,0,2,0,0,0,0,0,14,0,4,53
AKNF-CNTWLL-00-AHTNAI-CPPRRV,Cantwell,Federally recognized Alaska Native Village,AK,42,6,0,0,0,2,0,0,0,0,2,0,4,52
