tribe_id,canonical_name,entity_class,state,funding,federal-register,legislation,deals,nagpra,lobbying,contractors,subcontracting,native-owned-businesses,natural-resources,nonprofits,gaming,collections_present,total_rows
TRBS-ANYNWY-00,United Cherokee Ani-Yun-WiYa Nation,State-recognized tribe,AL,0,0,0,0,0,0,15,0,0,0,0,0,1,15
CDFI-CHHLST-00,Chehalis Tribal Loan Fund,Native Community Development Financial Institution,WA,14,0,0,0,0,0,0,0,0,0,1,0,2,15
CDFI-YRKLLN-00,Yurok Alliance for Northern California Housing,Native Community Development Financial Institution,CA,3,0,0,0,12,0,0,0,0,0,0,0,2,15
BIE-DZLTHN-00,Dzilth-Na-O-Dith-Hle Community School,BIE School,NM,5,0,0,0,0,0,0,0,0,0,10,0,2,15
BIE-FRSTMS-00,First Mesa Elementary School,BIE School,AZ,2,0,0,0,2,0,0,0,0,0,11,0,3,15
BIE-HOPIDA-00,Hopi Day School,BIE School,AZ,4,0,0,0,0,0,0,0,0,0,11,0,2,15
UIO-NBRSKR-00,Nebraska Urban Indian Health Coalition,Urban Indian Organization,NE,4,0,0,0,0,0,0,0,0,0,11,0,2,15
UIO-MRCNLF-00,"Native American LifeLines, Inc.",Urban Indian Organization,MD,3,0,0,0,0,6,0,0,0,0,6,0,3,15
AKNF-NVELIM-00-BERSTR-KAWRAK,Elim IRA,Federally recognized Alaska Native Village,AK,12,0,0,0,2,0,0,0,0,0,0,0,2,14
ITO-CLFRNR-00,"California Rural Indian Health Board, Inc.",Intertribal Organization,,0,0,0,2,0,6,0,0,0,0,6,0,3,14
ITO-LBQRQR-00,"Albuquerque Area Indian Health Board, Inc.",Intertribal Organization,,0,0,0,0,0,1,0,10,0,0,3,0,3,14
BIE-MNCPDY-00,Moencopi Day School,BIE School,AZ,4,0,0,0,0,0,0,0,0,0,10,0,2,14
BIE-PHNSNT-00,Pahin Sinte Owayawa School (Porcupine School),BIE School,SD,3,0,0,0,0,0,0,0,0,0,11,0,2,14
BIE-RCKPNT-00,Rock Point Community School,BIE School,AZ,3,0,0,0,0,0,0,0,0,0,11,0,2,14
BIE-SCNGWY-00,Sicangu Owayawa Oti (Rosebud Dormitory),BIE School,SD,11,0,0,0,0,0,0,0,0,0,3,0,2,14
BIE-STNDN1-00,Standing Rock Community School,BIE School,ND,6,0,0,0,0,0,0,0,0,0,8,0,2,14
UIO-BKRSFL-00,Bakersfield American Indian Health Project,Urban Indian Organization,CA,5,0,0,0,0,2,0,0,0,0,7,0,3,14
CEDAR-ENT-000065,"Cherokee Enterprises, Inc.",Individually Native-owned business,NM,0,0,0,0,0,0,0,0,14,0,0,0,1,14
TRBS-NNTCKE-00,Nanticoke Indian Tribe,State-recognized tribe,DE,5,0,0,0,0,6,0,0,0,0,2,0,3,13
ANVC-CHALUK-00,Chaluka Corporation,Alaska Native Village Corporation,AK,0,2,0,0,11,0,0,0,0,0,0,0,2,13
BIE-HNTRSP-00,Hunters Point Boarding School,BIE School,AZ,3,0,0,0,0,0,0,0,0,0,10,0,2,13
BIE-KMSCNY-00,Keams Canyon Elementary School,BIE School,AZ,2,0,0,0,0,0,0,0,0,0,11,0,2,13
BIE-MSCLRP-00,Mescalero Apache School,BIE School,NM,5,0,0,0,0,0,0,0,0,0,8,0,2,13
BIE-RCHFLD-00,Richfield Residential Hall,BIE School,UT,11,0,0,0,0,0,0,0,0,0,2,0,2,13
BIE-THDRRS-00,Theodore Roosevelt School,BIE School,AZ,3,0,0,0,0,0,0,0,0,0,10,0,2,13
NHO-RYLHWN-00,Royal Hawaiian Academy of Traditional Arts,Native Hawaiian Organization,HI,0,0,0,0,12,0,0,0,0,0,1,0,2,13
CEDAR-ENT-000054,Cherokee Chainlink And Construction Incorporated,Individually Native-owned business,CA,0,0,0,0,0,0,0,0,13,0,0,0,1,13
CEDAR-ENT-000071,"Cherokee Fire Protection, Llc",Individually Native-owned business,MD,0,0,0,0,0,0,0,0,13,0,0,0,1,13
CEDAR-ENT-000080,Mitchell Consulting Services Group Inc,Individually Native-owned business,OK,0,0,0,0,0,0,0,0,13,0,0,0,1,13
AKNF-OTSRMT-00-CALSTA-ASVCPR,Orutsararmiut,Federally recognized Alaska Native Village,AK,6,0,0,0,2,0,0,0,0,0,4,0,3,12
TRBS-PCWCNY-00,Piscataway Conoy Tribe,State-recognized tribe,MD,2,0,0,0,0,0,5,1,0,0,4,0,4,12
AKNF-SLTMUT-00-CALSTA-ASVCPR,Sleetmute,Federally recognized Alaska Native Village,AK,9,3,0,0,0,0,0,0,0,0,0,0,2,12
AKNF-NVWMTN-00-BERSTR-KAWRAK,White Mountain AK,Federally recognized Alaska Native Village,AK,11,0,0,0,0,0,0,1,0,0,0,0,2,12
TCU-THNDHM-00,Tohono O’odham Community College,Tribal College or University,AZ,2,0,0,0,0,5,0,0,0,0,5,0,3,12
CDFI-PLNTYD-00,Plenty Doors Community Development Corporation,Native Financial Institution,MT,0,0,0,0,0,4,0,0,0,0,8,0,2,12
BIE-GRSWDS-00,Greasewood Springs Community School,BIE School,AZ,4,0,0,0,0,0,0,0,0,0,8,0,2,12
BIE-HPJNRS-00,Hopi Junior Senior High School,BIE School,AZ,6,0,0,0,0,0,0,0,0,0,6,0,2,12
BIE-TWNSHP-00,Indian Township School,BIE School,ME,10,0,0,0,0,0,0,0,0,0,2,0,2,12
BIE-LCCRT2-00,Lac Courte Oreilles Ojibwe School,BIE School,WI,4,0,0,0,0,0,0,0,0,0,8,0,2,12
BIE-NAATSI-00,Naatsis'Aan Community School,BIE School,AZ,3,0,0,0,0,1,0,0,0,0,8,0,3,12
BIE-NOLIXX-00,Noli Indian School,BIE School,CA,12,0,0,0,0,0,0,0,0,0,0,0,1,12
BIE-QLTTRB-00,Quileute Tribal School,BIE School,WA,6,0,0,0,0,0,0,0,0,0,6,0,2,12
UIO-STHDKT-00,South Dakota Urban Indian Health,Urban Indian Organization,SD,5,0,0,0,0,2,0,0,0,0,5,0,3,12
UIO-MRCNC1-00,Native American Connections,Urban Indian Organization,AZ,8,0,0,0,0,3,0,0,0,0,1,0,3,12
CEDAR-ENT-000064,Cherokee Veterans Construction,Individually Native-owned business,CA,0,0,0,0,0,0,0,0,12,0,0,0,1,12
CNSF-CPTNGR-BA,Capitan Grande,Federal-level constituency entity,CA,0,0,0,0,0,3,0,0,0,0,0,8,2,11
AKNF-KANATK-00-BRBYCO-BRBYAS,Kanatak,Federally recognized Alaska Native Village,AK,9,0,0,0,0,0,0,0,0,0,2,0,2,11
BIE-KNTLRS-00,"Kinteel Residential Campus, Inc.",BIE School,NM,2,0,0,0,0,0,0,0,0,0,9,0,2,11
BIE-RCKCRK-00,Rock Creek Grant School,BIE School,SD,2,0,0,0,0,0,0,0,0,0,9,0,2,11
BIE-SCNDMS-00,Second Mesa Day School,BIE School,AZ,3,0,0,0,0,0,0,0,0,0,8,0,2,11
UIO-RBNSLT-00,Urban Indian Center of Salt Lake,Urban Indian Organization,UT,4,0,0,0,0,2,0,0,0,0,5,0,3,11
TRBS-MHRRIN-00,Meherrin Indian Tribe,State-recognized tribe,NC,5,1,0,0,0,0,0,0,0,0,4,0,3,10
NHO-MAKUAG-00,The Makua Group,Native Hawaiian Organization,HI,0,0,0,0,0,0,10,0,0,0,0,0,1,10
NHO-MKHCLT-00,Makaha Cultural Learning Center,Native Hawaiian Organization,HI,0,0,0,0,0,0,0,0,0,0,10,0,1,10
ITO-HSTRCP-00,National Association of Tribal Historic Preservation Officers,Intertribal Organization,,0,0,0,0,0,7,0,0,0,0,3,0,2,10
ITO-MICHIG-00,"Inter-Tribal Council of Michigan, Inc.",Intertribal Organization,,0,0,0,0,0,0,0,0,0,0,10,0,1,10
ITO-CALIFO-00,"Inter-Tribal Council of California, Inc.",Intertribal Organization,,0,0,0,0,0,0,0,0,0,0,10,0,1,10
ITO-LLPBLG-00,All Pueblo Council of Governors,Intertribal Organization,,0,0,0,0,0,10,0,0,0,0,0,0,1,10
BIE-DBYZHH-00,"Dibe Yazhi Habitiin Olta', Inc.",BIE School,NM,8,0,0,0,0,0,0,0,0,0,2,0,2,10
BIE-SLTLMN-00,Isleta Elementary School,BIE School,NM,2,0,0,0,0,0,0,0,0,0,8,0,2,10
BIE-BGNYGS-00,Bug-O-Nay-Ge-Shig School,BIE School,MN,9,0,0,0,0,1,0,0,0,0,0,0,2,10
BIE-CHOOSH-00,Ch'ooshgai Community School,BIE School,NM,5,0,0,0,0,0,0,0,0,0,5,0,2,10
BIE-FLGSTF-00,Flagstaff Bordertown Dormitory,BIE School,AZ,0,0,0,0,0,0,0,0,0,0,10,0,1,10
BIE-HNNHVL-00,Hannahville Indian School,BIE School,MI,10,0,0,0,0,0,0,0,0,0,0,0,1,10
BIE-HTVLLB-00,Hotevilla Bacavi Community School,BIE School,AZ,0,0,0,0,0,0,0,0,0,0,10,0,1,10
BIE-LEUPPX-00,"Leupp Schools, Inc",BIE School,AZ,0,0,0,0,0,0,0,0,0,0,10,0,1,10
UIO-LLNTN1-00,All Nations Health Center,Urban Indian Organization,MT,4,0,0,0,0,0,0,0,0,0,6,0,2,10
TRBS-CLIFTN-00,Clifton Choctaw Tribe of Louisiana,State-recognized tribe,LA,7,0,0,0,0,0,0,0,0,0,2,0,2,9
TRBS-NLHEGN-00,Nulhegan Band of the Coosuk Abenaki Nation,State-recognized tribe,VT,3,3,0,0,3,0,0,0,0,0,0,0,3,9
AKNF-OSCARV-00-CALSTA-ASVCPR,Oscarville,Federally recognized Alaska Native Village,AK,7,2,0,0,0,0,0,0,0,0,0,0,2,9
AKNF-PTKAPT-00-CALSTA-ASVCPR,Pitka's Point,Federally recognized Alaska Native Village,AK,7,2,0,0,0,0,0,0,0,0,0,0,2,9
CNSF-TEMOAK-SF,Te-Moak Tribe of Western Shoshone Indians of Nevada – South Fork Band,Federal-level constituency entity,NV,9,0,0,0,0,0,0,0,0,0,0,0,1,9
CDFI-LKTFND-00,"Lakota Fund, Inc., The",Native Community Development Financial Institution,SD,4,0,0,0,0,0,0,0,0,0,5,0,2,9
BIE-HKCDMY-00,Haak’u Community Academy,BIE School,NM,0,0,0,0,0,0,0,0,0,0,9,0,1,9
BIE-MNYFR1-00,Many Farms Community School,BIE School,AZ,0,0,0,0,0,0,0,0,0,0,9,0,1,9
BIE-NNLZHN-00,Na' Neelzhiin Ji Olta' School,BIE School,NM,2,0,0,0,0,0,0,0,0,0,7,0,2,9
BIE-NRTHR1-00,Northern Cheyenne Tribal School,BIE School,MT,0,0,0,0,0,0,0,0,0,0,9,0,1,9
UIO-SCRMNT-00,"Sacramento Native American Health Center, Inc.",Urban Indian Organization,CA,5,0,0,0,0,2,0,0,0,0,2,0,3,9
CEDAR-ENT-000053,"Cherokee Advanced Systems, Inc",Individually Native-owned business,AL,0,0,0,0,0,0,0,0,9,0,0,0,1,9
ANVC-ISANOT-00,Isanotski Corporation,Alaska Native Village Corporation,AK,0,2,0,0,0,0,5,0,0,0,1,0,3,8
ANVC-LITNIK-00,"Litnik, Inc.",Alaska Native Village Corporation,AK,0,0,0,0,8,0,0,0,0,0,0,0,1,8
NHO-HWPCFC-00,"The Hawai'i Pacific Foundation, Inc.",Native Hawaiian Organization,HI,0,0,0,0,8,0,0,0,0,0,0,0,1,8
ITO-CNTRCT-00,Native American Contractors Association,Intertribal Organization,,0,0,0,0,0,6,0,0,0,0,2,0,2,8
CDFI-CHCKS1-00,Chickasaw Community Bank,Native Community Development Financial Institution,OK,8,0,0,0,0,0,0,0,0,0,0,0,1,8
BIE-KAYENT-00,Kayenta Community School,BIE School,AZ,8,0,0,0,0,0,0,0,0,0,0,0,1,8
BIE-DSHCHB-00,Dishchii'bikoh Community School,BIE School,AZ,0,0,0,0,0,0,0,0,0,0,8,0,1,8
BIE-HNDLDR-00,Hanáádli Community School/Dormitory Inc.,BIE School,NM,0,0,0,0,0,0,0,0,0,0,8,0,1,8
BIE-PRRLRN-00,Pierre Indian School Learning Center,BIE School,SD,7,0,0,0,0,1,0,0,0,0,0,0,2,8
UIO-GRLDLG-00,Gerald L. Ignace Indian Health Center,Urban Indian Organization,WI,3,0,0,0,0,1,0,0,0,0,4,0,3,8
UIO-HLTHSN-00,Indian Health Center of Santa Clara Valley,Urban Indian Organization,CA,4,0,0,0,0,3,0,0,0,0,1,0,3,8
UIO-HNTRHL-00,Hunter Health,Urban Indian Organization,KS,3,0,0,0,0,2,0,0,0,0,3,0,3,8
UIO-HLTHCR-00,Indian Health Care Resource Center of Tulsa,Urban Indian Organization,OK,3,0,0,0,0,0,0,0,0,0,5,0,2,8
NHO-FRNDSL-00,Friends of ‘Iolani Palace,Native Hawaiian Organization,HI,0,0,0,0,7,0,0,0,0,0,1,0,2,8
NHO-KMHMHS-00,Kamehameha Schools,Native Hawaiian Organization,HI,0,0,0,0,6,2,0,0,0,0,0,0,2,8
CEDAR-ENT-000074,Cherokee Mechanical Inc,Individually Native-owned business,NC,0,0,0,0,0,0,0,0,8,0,0,0,1,8
CNSF-PTTRUT-SW,Paiute Indian Tribe of Utah – Shivwits Band of Paiutes,Federal-level constituency entity,UT,0,0,0,3,0,1,0,0,0,0,3,0,3,7
ANVC-BEANRI-00,Bean Ridge Corporation,Alaska Native Village Corporation,AK,1,1,0,0,0,0,5,0,0,0,0,0,3,7
ANVC-NIMAXX-00,Nima Corporation,Alaska Native Village Corporation,AK,3,3,0,0,1,0,0,0,0,0,0,0,3,7
ANVC-SLMTFS-00,"Salamatof Native Association, Inc.",Alaska Native Village Corporation,AK,3,0,0,3,0,0,0,0,0,0,1,0,3,7
CDFI-SCRTYS-00,Security State Bank of Oklahoma,Native Financial Institution,OK,0,0,0,0,0,0,0,0,0,7,0,0,1,7
BIE-LTTLGL-00,Little Eagle School,BIE School,SD,2,0,0,0,0,0,0,0,0,0,5,0,2,7
BIE-TSPYTP-00,Tiospaye Topa School,BIE School,SD,0,0,0,0,0,0,0,0,0,0,7,0,1,7
UIO-FRSNMR-00,Fresno American Indian Health Project,Urban Indian Organization,CA,3,0,0,0,0,2,0,0,0,0,2,0,3,7
UIO-FRNDSH-00,Friendship House Association of American Indians,Urban Indian Organization,CA,2,0,0,0,0,3,0,0,0,0,2,0,3,7
UIO-RBNNTR-00,Urban Inter-Tribal Center of Texas,Urban Indian Organization,TX,3,0,0,0,0,0,0,0,0,0,4,0,2,7
NHO-HWNCVC-00,Association of Hawaiian Civic Clubs,Native Hawaiian Organization,HI,0,0,0,0,6,0,0,0,0,0,1,0,2,7
NHO-PRTCT1-00,Protect Keopuka Ohana,Native Hawaiian Organization,HI,0,0,0,0,7,0,0,0,0,0,0,0,1,7
NHO-HNKWMH-00,‘Ohana Keaweamahi,Native Hawaiian Organization,HI,0,0,0,0,7,0,0,0,0,0,0,0,1,7
NHO-HNKHKL-00,‘Ohana Keohokālole,Native Hawaiian Organization,HI,0,0,0,0,7,0,0,0,0,0,0,0,1,7
TRBS-TEBARB-00,Choctaw-Apache Tribe of Ebarb,State-recognized tribe,LA,6,0,0,0,0,0,0,0,0,0,0,0,1,6
TRBS-GAECHK-00,Georgia Tribe of Eastern Cherokee,State-recognized tribe,GA,0,2,0,0,0,0,0,0,0,0,4,0,2,6
AKNF-REDDVL-00-CALSTA-ASVCPR,Red Devil,Federally recognized Alaska Native Village,AK,1,3,0,0,0,0,0,0,0,0,2,0,3,6
ANVC-CHCKL1-00,"Chickaloon Moose Creek Native Association, Inc.",Alaska Native Village Corporation,AK,0,2,2,0,0,1,0,0,0,0,1,0,4,6
ANVC-SAVOON-00,Savoonga Native Corporation,Alaska Native Village Corporation,AK,0,0,0,0,0,0,6,0,0,0,0,0,1,6
ITO-MDWSTL-00,Midwest Alliance of Sovereign Tribes,Intertribal Organization,,0,0,0,0,0,2,0,0,0,0,4,0,2,6
ITO-NTDMCH-00,United Tribes of Michigan,Intertribal Organization,,0,0,0,0,0,0,0,0,0,0,6,0,1,6
TCU-SNCRL1-00,San Carlos Apache College,Tribal College or University,AZ,0,0,0,0,0,4,0,0,0,0,2,0,2,6
CDFI-HCHNKC-00,Ho-Chunk Community Capital Inc.,Native Community Development Financial Institution,NE,6,0,0,0,0,0,0,0,0,0,0,0,1,6
BIE-PINERI-00,Pine Ridge School,BIE School,SD,6,0,0,0,0,0,0,0,0,0,0,0,1,6
BIE-DCKWTR-00,Duckwater Shoshone Elementary School,BIE School,NV,0,0,0,0,6,0,0,0,0,0,0,0,1,6
BIE-MNDRDS-00,Mandaree School District,BIE School,ND,0,0,0,0,0,0,0,0,0,0,6,0,1,6
BIE-MNMNTR-00,Menominee Tribal School,BIE School,WI,6,0,0,0,0,0,0,0,0,0,0,0,1,6
BIE-HKYWNG-00,Ohkay Owingeh Community School,BIE School,NM,6,0,0,0,0,0,0,0,0,0,0,0,1,6
BIE-TSYKNR-00,T'iisyaakin Residential Hall,BIE School,AZ,0,0,0,0,0,0,0,0,0,0,6,0,1,6
UIO-DRCTNS-00,"Native Directions, Inc.",Urban Indian Organization,CA,6,0,0,0,0,0,0,0,0,0,0,0,1,6
UIO-PROJEC-00,The NATIVE Project,Urban Indian Organization,WA,2,0,0,0,0,0,0,0,0,0,4,0,2,6
NHO-PPLLKH-00,Papa Ola Lokahi,Native Hawaiian Organization,HI,0,0,0,0,0,5,0,0,0,0,1,0,2,6
CEDAR-ENT-000050,Cherokee Termite And Pest Control,Individually Native-owned business,OK,0,0,0,0,0,0,0,0,6,0,0,0,1,6
CEDAR-ENT-000060,Cherokee Energy Management & Construction Inc,Individually Native-owned business,VA,0,0,0,0,0,0,0,0,6,0,0,0,1,6
CEDAR-ENT-000070,"Cherokee Controls, Inc",Individually Native-owned business,AL,0,0,0,0,0,0,0,0,6,0,0,0,1,6
TRBS-BLFBCH-00,Bayou Lafourche Band of BiloxiChitimacha Confederation of Muskogees,State-recognized tribe,LA,0,0,0,0,0,0,5,0,0,0,0,0,1,5
TRBS-ELNUAB-00,Elnu Abenaki Tribe,State-recognized tribe,VT,0,1,0,0,3,0,0,1,0,0,0,0,3,5
TRBS-NCHTCH-00,Natchitoches Tribe of Louisiana,State-recognized tribe,LA,1,0,0,0,0,0,0,0,0,0,4,0,2,5
TRBS-PTWMCK-00,Patawomeck Indian Tribe of Virginia,State-recognized tribe,VA,0,1,2,0,0,0,0,0,0,0,2,0,3,5
ANVC-HAIDAX-00,Haida Corporation,Alaska Native Village Corporation,AK,0,1,0,0,0,0,0,0,0,0,4,0,2,5
ANVC-INALI1-00,Inalik Native Corporation,Alaska Native Village Corporation,AK,0,1,0,0,4,0,0,0,0,0,0,0,2,5
ANVC-TELLE1-00,Teller Native Corporation,Alaska Native Village Corporation,AK,0,1,0,0,4,0,0,0,0,0,0,0,2,5
ANVC-YKNTVS-00,"Uyak Natives, Inc.",Alaska Native Village Corporation,AK,0,0,0,0,5,0,0,0,0,0,0,0,1,5
ITO-STHRNC-00,Southern California Tribal Chairmen's Association,Intertribal Organization,,0,0,0,2,0,2,0,0,0,0,1,0,3,5
ITO-RCKYMN-00,Rocky Mountain Tribal Leaders Council,Intertribal Organization,,0,0,0,0,0,0,0,0,0,0,5,0,1,5
ITO-KLHMGM-00,Oklahoma Indian Gaming Association,Intertribal Organization,,0,0,0,0,0,1,0,0,0,0,4,0,2,5
ITO-MDWSTN-00,"Midwest Tribal Energy Resources Association, Inc.",Intertribal Organization,,0,0,0,2,0,0,0,1,0,0,2,0,3,5
ITO-NRGYRS-00,Council of Energy Resource Tribes,Intertribal Organization,,0,0,0,0,0,4,0,0,0,0,1,0,2,5
CDFI-AKIPTA-00,"Akiptan, Inc.",Native Community Development Financial Institution,SD,0,0,0,0,0,2,0,0,0,0,3,0,2,5
BIE-CHEMAW-00,Chemawa Indian School,BIE School,OR,0,0,0,0,0,5,0,0,0,0,0,0,1,5
BIE-JNSCDM-00,Jones Academy,BIE School,OK,5,0,0,0,0,0,0,0,0,0,0,0,1,5
BIE-STFRNC-00,St. Francis Indian School,BIE School,SD,0,0,0,0,0,1,0,0,0,0,4,0,2,5
BIE-WHTSHL-00,White Shield School District,BIE School,ND,3,0,0,0,0,0,0,0,0,0,2,0,2,5
UIO-KNSSCT-00,Kansas City Indian Center,Urban Indian Organization,MO,0,0,0,0,0,2,0,0,0,0,3,0,2,5
UIO-RBNHL1-00,Urban Indian Health Institute,Urban Indian Organization,,0,0,0,0,0,5,0,0,0,0,0,0,1,5
NHO-HLMCLT-00,Hale Mua Cultural Group,Native Hawaiian Organization,HI,0,0,0,0,4,0,0,0,0,0,1,0,2,5
NHO-KLLHRT-00,Kalaeloa Heritage and Legacy Foundation,Native Hawaiian Organization,HI,0,0,0,0,4,0,0,0,0,0,1,0,2,5
TRBS-CHPQDK-00,Chappaquiddick Tribe of the Wampanoag Indian Nation,State-recognized tribe,MA,0,0,0,0,0,0,0,0,0,0,4,0,1,4
TRBS-CHBGMG-00,Chaubunagungamaug Band of Nipmuck Indians,State-recognized tribe,MA,0,0,0,0,2,2,0,0,0,0,0,0,2,4
TRBS-KOASEK-00,Koasek Traditional Band of the Koas Abenaki Nation,State-recognized tribe,VT,0,1,0,0,3,0,0,0,0,0,0,0,2,4
TRBS-NTWYVA-00,Nottoway Indian Tribe of Virginia,State-recognized tribe,VA,0,0,2,0,0,0,0,0,0,0,2,0,2,4
TRBS-OCCNCH-00,Occaneechi Band of the Saponi Nation,State-recognized tribe,NC,4,0,0,0,0,0,0,0,0,0,0,0,1,4
TRBS-UPSCPD-00,Pee Dee Indian Nation of Upper South Carolina,State-recognized tribe,SC,0,0,0,0,0,0,0,0,0,0,4,0,1,4
ANVC-BVRKWT-00,Beaver Kwit'chin Corporation,Alaska Native Village Corporation,AK,0,4,0,0,0,0,0,0,0,0,0,0,1,4
ANVC-DINYEA-00,Dinyea Corporation,Alaska Native Village Corporation,AK,0,3,0,0,0,1,0,0,0,0,0,0,2,4
ANVC-IQFIJO-00,Iqfijouaq Company,Alaska Native Village Corporation,AK,2,2,0,0,0,0,0,0,0,0,0,0,2,4
ANVC-KNIKAT-00,"Knikatnu, Inc.",Alaska Native Village Corporation,AK,0,0,2,0,0,2,0,0,0,0,0,0,2,4
ANVC-KUUKPI-00,Kuukpik Corporation,Alaska Native Village Corporation,AK,0,3,0,0,0,1,0,0,0,0,0,0,2,4
ANVC-NNKKYP-00,Nunakauiak Yupik Corporation,Alaska Native Village Corporation,AK,0,3,0,0,0,1,0,0,0,0,0,0,2,4
ANVC-RSSNMS-00,Russian Mission Native Corporation,Alaska Native Village Corporation,AK,3,1,0,0,0,0,0,0,0,0,0,0,2,4
ANVC-SHUYAK-00,"Shuyak, Inc.",Alaska Native Village Corporation,AK,0,0,0,0,4,0,0,0,0,0,0,0,1,4
ANVC-TETLI1-00,Tetlin Native Corporation,Alaska Native Village Corporation,AK,0,0,0,0,2,2,0,0,0,0,0,0,2,4
ANVC-GNKNTV-00,"Uganik Natives, Inc.",Alaska Native Village Corporation,AK,0,0,0,0,4,0,0,0,0,0,0,0,1,4
ANVC-MNTNCR-00,"Montana Creek Native Association, Inc.",ANCSA Group Corporation,AK,4,0,0,0,0,0,0,0,0,0,0,0,1,4
ITO-HWNRG1-00,Native Hawaiian Organizations Association,Intertribal Organization,,0,0,0,0,0,2,0,0,0,0,2,0,2,4
ITO-NCSRGN-00,ANCSA Regional Association,Intertribal Organization,,0,0,0,0,0,3,0,0,0,0,1,0,2,4
ITO-MRCNSN-00,Native Americans in Philanthropy,Intertribal Organization,,0,0,0,0,0,0,0,0,0,0,4,0,1,4
ITO-TLCMMN-00,National Tribal Telecommunications Association,Intertribal Organization,,0,0,0,0,0,4,0,0,0,0,0,0,1,4
ITO-WSHNGT-00,Washington Indian Gaming Association,Intertribal Organization,,0,0,0,0,0,0,0,0,0,0,4,0,1,4
ITO-CLFRNN-00,California Nations Indian Gaming Association,Intertribal Organization,,0,0,0,0,0,2,0,0,0,0,2,0,2,4
CDFI-FRDRCT-00,Four Directions Development Corporation,Native Community Development Financial Institution,ME,2,0,0,0,0,0,0,0,0,0,2,0,2,4
CDFI-MNSTFN-00,Mni Sota Fund,Native Community Development Financial Institution,MN,0,0,0,0,0,4,0,0,0,0,0,0,1,4
CDFI-MNTNHM-00,"Montana Homeownership Network, Inc. The",Native Community Development Financial Institution,MT,0,0,0,0,0,0,0,4,0,0,0,0,1,4
CDFI-NRTHW4-00,Northwest Native Development Fund,Native Community Development Financial Institution,WA,0,0,0,0,0,0,0,0,0,0,4,0,1,4
CDFI-PPLSPR-00,Peoples Partners for Community Development,Native Community Development Financial Institution,MT,0,0,0,0,0,0,0,0,0,0,4,0,1,4
CDFI-SQYHFN-00,"Sequoyah Fund Inc., The",Native Community Development Financial Institution,NC,0,0,0,0,0,0,0,0,0,0,4,0,1,4
BIE-CRCLNT-00,Circle of Nations Wahpeton Indian School,BIE School,ND,0,0,0,0,0,0,0,0,0,0,4,0,1,4
BIE-LWRBR1-00,Lower Brule Schools,BIE School,SD,2,0,0,0,0,2,0,0,0,0,0,0,2,4
NHO-HKKNLK-00,Aha Kukaniloko Koa Mana mea ola kanaka mauli,Native Hawaiian Organization,HI,0,0,0,0,4,0,0,0,0,0,0,0,1,4
CEDAR-ENT-000063,Cherokee Holdings Llc,Individually Native-owned business,CA,0,0,0,0,0,0,0,0,4,0,0,0,1,4
CEDAR-ENT-000068,Cherokee Construction Inc,Individually Native-owned business,KS,0,0,0,0,0,0,0,0,4,0,0,0,1,4
CEDAR-ENT-000069,"C.I.S. Contracting, Llc",Individually Native-owned business,AL,0,0,0,0,0,0,0,0,4,0,0,0,1,4
TRBS-LNPEDE-00,Lenape Indian Tribe of Delaware,State-recognized tribe,DE,0,0,0,0,1,0,0,0,0,0,2,0,2,3
TRBS-WSSMSW-00,The Wassamasaw Tribe of Varnertown Indians,State-recognized tribe,SC,0,0,1,0,0,0,0,0,0,0,2,0,2,3
TRBS-UNKCHG-00,Unkechaug Nation,State-recognized tribe,NY,0,1,0,0,2,0,0,0,0,0,0,0,2,3
ANVC-KNNTVS-00,"Kenai Natives Association, Inc.",Alaska Native Village Corporation,AK,2,0,0,0,0,1,0,0,0,0,0,0,2,3
ANVC-KNGNKL-00,Kongnikilnomuit Yuita Corporation,Alaska Native Village Corporation,AK,0,3,0,0,0,0,0,0,0,0,0,0,1,3
ANVC-KTLKYP-00,Kotlik Yupik Corporation,Alaska Native Village Corporation,AK,0,3,0,0,0,0,0,0,0,0,0,0,1,3
ANVC-KOYUKX-00,Koyuk Native Corporation,Alaska Native Village Corporation,AK,0,3,0,0,0,0,0,0,0,0,0,0,1,3
ANVC-SAGUYA-00,"Saguyak, Inc.",Alaska Native Village Corporation,AK,3,0,0,0,0,0,0,0,0,0,0,0,1,3
ANVC-SANAKX-00,Sanak Corporation,Alaska Native Village Corporation,AK,0,3,0,0,0,0,0,0,0,0,0,0,1,3
ANVC-STBBN1-00,Stebbins Native Corporation,Alaska Native Village Corporation,AK,0,1,0,2,0,0,0,0,0,0,0,0,2,3
ITO-GRTLK2-00,"Great Lakes Area Tribal Health Board, Inc.",Intertribal Organization,,0,0,0,0,0,1,0,0,0,0,2,0,2,3
ITO-NVRNMN-00,National Tribal Environmental Council,Intertribal Organization,,0,0,0,0,0,3,0,0,0,0,0,0,1,3
CDFI-CHSHBK-00,"Chi Ishobak, Inc.",Native Community Development Financial Institution,MI,0,0,0,0,0,0,0,0,0,0,3,0,1,3
CDFI-NCDCFN-00,NACDC Financial Services Inc.,Native Community Development Financial Institution,MT,0,0,0,0,0,0,0,0,0,0,3,0,1,3
CDFI-CMMNTY-00,Native Community Capital,Native Community Development Financial Institution,NM,0,0,0,0,0,0,0,0,0,0,3,0,1,3
CDFI-TWLNDN-00,Tiwa Lending Services,Native Community Development Financial Institution,NM,0,0,0,0,0,1,0,0,0,0,2,0,2,3
